machine,cash_count,cash_amount,credit_count,credit_amount,total_count,total_revenue,date
CGG_LR12-AU,1369,2753.90,84,243.00,1453,2996.90,20141101
CGG_LR13-AU,2229,4597.25,148,445.30,2377,5042.55,20141101
CGG_LR14-AU,1010,2028.00,70,214.85,1080,2242.85,20141101
CGG_LR15-AU,412,1229.05,114,536.60,526,1765.65,20141101
CGG_LR16-AU,1026,2388.60,128,441.70,1154,2830.30,20141101
CGG_LR31-AU,334,1041.25,45,237.40,379,1278.65,20141101
CGG_LR33-AU,535,1622.45,150,913.10,685,2535.55,20141101
CGG_LR43-AU,776,2138.05,74,314.30,850,2452.35,20141101
CGG_LR47-AU,1065,3266.40,153,736.75,1218,4003.15,20141101
CGG_MB11-AU,804,1725.70,65,217.45,869,1943.15,20141101
CGG_MB12-AU,1202,2456.15,116,365.40,1318,2821.55,20141101
CGG_MB13-AU,753,1510.35,80,236.10,833,1746.45,20141101
CGG_MB14-AU,871,1752.40,70,203.60,941,1956.00,20141101
CGG_MB15-AU,542,1050.10,57,191.75,599,1241.85,20141101
CGG_MB16-AU,755,1412.10,66,215.50,821,1627.60,20141101
CGG_MB17-AU,987,1804.50,122,426.00,1109,2230.50,20141101
CGG_MB23-AU,1358,2284.25,89,243.45,1447,2527.70,20141101
CGG_MB31-AU,1935,3096.65,121,302.00,2056,3398.65,20141101
CGG_MB32-AU,1607,2447.70,89,213.45,1696,2661.15,20141101
CGG_MB33-AU,1758,2983.55,120,325.10,1878,3308.65,20141101
CGG_MB34-AU,1661,2432.70,67,182.95,1728,2615.65,20141101
CGG_MB35-AU,1028,2121.70,104,403.00,1132,2524.70,20141101
CGG_MB36-AU,2195,3347.05,106,315.85,2301,3662.90,20141101
CGG_MB37-AU,965,1634.55,97,320.40,1062,1954.95,20141101
CGG_MB38-AU,1717,2769.05,61,166.70,1778,2935.75,20141101
CGG_MB41-AU,1451,2526.80,78,261.70,1529,2788.50,20141101
CGG_MB42-AU,910,2209.05,86,291.00,996,2500.05,20141101
CGG_MB44-AU,839,1883.60,65,221.80,904,2105.40,20141101
CGG_MBX1-AU,1314,3416.05,177,634.85,1491,4050.90,20141101
CGG_MBX2-AU,1065,2783.70,178,652.40,1243,3436.10,20141101
CGG_MBX4-AU,861,2183.00,122,450.40,983,2633.40,20141101
CGG_MC21-AU,1226,3160.95,151,1051.75,1377,4212.70,20141101
CGG_MC22-AU,1515,3867.20,114,732.85,1629,4600.05,20141101
CGG_MC23-AU,843,2232.65,82,378.65,925,2611.30,20141101
CGG_MC31-AU,134,328.65,19,99.30,153,427.95,20141101
CGG_MC32-AU,84,262.00,9,79.35,93,341.35,20141101
CGG_MC33-AU,76,265.25,20,95.00,96,360.25,20141101
CGG_MK31-AU,183,710.35,30,157.45,213,867.80,20141101
CGG_MK34-AU,200,584.55,43,230.00,243,814.55,20141101
CGG_MK35-AU,118,346.85,21,109.35,139,456.20,20141101
CGG_MM41-AU,1958,3436.65,104,274.65,2062,3711.30,20141101
CGG_MS10-AU,485,837.15,51,168.05,536,1005.20,20141101
CGG_MS11-AU,1164,2175.95,111,341.75,1275,2517.70,20141101
CGG_MS12-AU,1622,2788.90,156,463.95,1778,3252.85,20141101
CGG_MS21-AU,1188,2174.15,126,377.15,1314,2551.30,20141101
CGG_MS30-AU,758,1291.55,57,176.20,815,1467.75,20141101
CGG_MS31-AU,1971,3783.80,219,695.95,2190,4479.75,20141101
CGG_MS32-AU,1254,2188.65,125,364.70,1379,2553.35,20141101
CGG_MS41-AU,934,1709.75,67,176.60,1001,1886.35,20141101
CGG_MS42-AU,1708,2392.90,122,258.65,1830,2651.55,20141101
CGG_MS43-AU,1792,3162.50,146,408.95,1938,3571.45,20141101
CGG_MS44-AU,1518,2340.20,90,191.30,1608,2531.50,20141101
CGG_MS46-AU,1288,1949.70,65,167.95,1353,2117.65,20141101
CGG_MY21-AU,1054,2162.40,65,214.25,1119,2376.65,20141101
CGG_MY22-AU,1034,2395.10,101,347.30,1135,2742.40,20141101
CGG_MY23-AU,884,1925.85,50,150.55,934,2076.40,20141101
CGG_MY24-AU,876,2016.70,66,229.95,942,2246.65,20141101
CGG_MY25-AU,1081,2254.70,76,241.05,1157,2495.75,20141101
CGG_MY26-AU,903,2249.95,76,253.00,979,2502.95,20141101
CGG_MY31-AU,656,1674.40,95,363.60,751,2038.00,20141101
CGG_MY32-AU,592,1518.15,69,227.20,661,1745.35,20141101
CGG_MY33-AU,393,1031.70,70,293.70,463,1325.40,20141101
CGG_MY34-AU,371,1111.75,44,179.30,415,1291.05,20141101
CGG_MY35-AU,326,913.10,48,205.60,374,1118.70,20141101
CGG_MY41-AU,1707,3758.40,141,483.60,1848,4242.00,20141101
CGG_MY42-AU,2210,4291.25,173,508.45,2383,4799.70,20141101
CGG_MY43-AU,878,2567.00,31,123.75,909,2690.75,20141101
CGG_MY44-AU,488,1499.85,50,207.50,538,1707.35,20141101
CGG_MY45-AU,768,2418.60,107,404.25,875,2822.85,20141101
CGG_MY46-AU,1637,5062.35,138,516.10,1775,5578.45,20141101
CGG_MY47-AU,1197,3669.05,158,601.10,1355,4270.15,20141101
CGG_MY51-AU,900,3046.45,131,662.40,1031,3708.85,20141101
CGG_MY52-AU,863,3417.80,240,1778.60,1103,5196.40,20141101
CGG_MY53-AU,692,2385.60,105,551.10,797,2936.70,20141101
CGG_MY54-AU,842,3343.00,228,1652.90,1070,4995.90,20141101
CGG_MY55-AU,1068,3877.70,168,877.95,1236,4755.65,20141101
CGG_MY56-AU,934,3983.60,267,1909.75,1201,5893.35,20141101
CGG_MY57-AU,870,3059.90,180,929.85,1050,3989.75,20141101
CGG_PNR1-AU,694,2098.40,231,693.00,925,2791.40,20141101
CGG_PNR2-AU,74,225.00,13,39.00,87,264.00,20141101
CGG_RBX4-AU,170,591.05,50,213.75,220,804.80,20141101
CGG_RBX5-AU,231,1026.55,111,535.00,342,1561.55,20141101
CGG_RBX6-AU,312,1464.65,290,1422.40,602,2887.05,20141101
CGG_RBX7-AU,266,1102.75,216,1032.40,482,2135.15,20141101
CGG_RS11-AU,830,1307.65,40,141.80,870,1449.45,20141101
CGG_RS13-AU,517,822.55,49,181.20,566,1003.75,20141101
CGG_RS14-AU,1480,1927.75,42,78.45,1522,2006.20,20141101
CGG_RS15-AU,796,1469.15,87,294.15,883,1763.30,20141101
CGG_RS16-AU,1253,1928.15,66,186.05,1319,2114.20,20141101
CGG_RS20-AU,1290,1955.65,109,330.95,1399,2286.60,20141101
CGG_RS21-AU,1611,2830.20,118,319.65,1729,3149.85,20141101
CGG_RS22-AU,2359,3684.80,133,349.70,2492,4034.50,20141101
CGG_RS23-AU,1638,2914.55,135,387.80,1773,3302.35,20141101
CGG_RS30-AU,1414,2527.30,102,320.95,1516,2848.25,20141101
CGG_RS31-AU,1481,2776.75,154,451.55,1635,3228.30,20141101
CGG_RS32-AU,915,1841.70,58,189.95,973,2031.65,20141101
CGG_RS33-AU,1107,2229.00,97,298.50,1204,2527.50,20141101
CGG_RS41-AU,1349,2593.60,81,248.65,1430,2842.25,20141101
CGG_RS42-AU,1323,3059.65,120,429.10,1443,3488.75,20141101
CGG_RS43-AU,724,1448.15,95,316.80,819,1764.95,20141101
CGG_RS44-AU,540,1245.15,46,148.65,586,1393.80,20141101
CGG_RS45-AU,1256,2520.00,104,329.20,1360,2849.20,20141101
CGG_RS46-AU,835,2000.10,77,276.75,912,2276.85,20141101
CGG_RS50-AU,451,942.60,6,15.00,457,957.60,20141101
CGG_RS53-AU,787,1943.55,99,378.65,886,2322.20,20141101
CGG_RSX1-AU,424,616.35,18,43.65,442,660.00,20141101
CGG_RSX2-AU,671,1404.10,42,147.40,713,1551.50,20141101
CGG_RSX3-AU,556,1174.45,58,194.15,614,1368.60,20141101
CGG_RT12-AU,1117,2809.45,135,647.65,1252,3457.10,20141101
CGG_SS31-AU,741,1392.45,51,216.15,792,1608.60,20141101
CGG_SS32-AU,606,1163.25,35,139.30,641,1302.55,20141101
CGG_SW30-AU,277,903.25,75,777.40,352,1680.65,20141101
CGG_SW31-AU,960,2828.65,116,447.95,1076,3276.60,20141101
CGG_SW32-AU,290,1128.45,122,1569.95,412,2698.40,20141101
CGG_SW33-AU,518,1564.85,55,215.55,573,1780.40,20141101
CGG_SW34-AU,388,1695.10,185,2216.70,573,3911.80,20141101
CGG_SW35-AU,712,2222.40,76,312.50,788,2534.90,20141101
CGG_TM10-AU,1567,4323.15,409,1820.95,1976,6144.10,20141101
CGG_TMX3-AU,932,3389.45,300,2038.65,1232,5428.10,20141101
CGG_TMX4-AU,1510,5207.55,273,1754.15,1783,6961.70,20141101
CGG_TMX5-AU,1519,5048.50,558,4052.80,2077,9101.30,20141101
CGG_TMX6-AU,1479,5343.10,483,3370.15,1962,8713.25,20141101
CGG_TMX7-AU,1029,2986.00,324,1467.35,1353,4453.35,20141101
CGG_TMX8-AU,1762,5294.35,1117,5248.15,2879,10542.50,20141101
CGG_TMX9-AU,2294,6313.75,530,2305.75,2824,8619.50,20141101
CGG_TPX1-AU,963,2069.65,176,651.75,1139,2721.40,20141101
CGG_US10-AU,1194,2296.85,87,256.80,1281,2553.65,20141101
CGG_WB11-AU,16,90.20,20,120.00,36,210.20,20141101
CGG_WB12-AU,11,52.55,2,10.50,13,63.05,20141101
CGG_WB13-AU,14,84.00,29,174.00,43,258.00,20141101
CGG_WB14-AU,20,76.20,6,29.50,26,105.70,20141101
CGG_WB15-AU,27,123.70,25,150.00,52,273.70,20141101
CGG_WB16-AU,30,114.00,21,108.35,51,222.35,20141101
CGG_WBF1-AU,33,79.65,8,30.60,41,110.25,20141101
CGG_WBF2-AU,54,155.40,1,3.75,55,159.15,20141101
CGG_WBF2OLD-AU,5,16.80,0,0.00,5,16.80,20141101
CGG_WES1-AU,440,1937.20,148,1094.25,588,3031.45,20141101
CGG_WES2-AU,637,2783.25,186,1227.25,823,4010.50,20141101
CGG_YA11-AU,708,1452.10,60,210.50,768,1662.60,20141101
CGG_YA13-AU,1668,3135.75,139,437.85,1807,3573.60,20141101
CGG_YA14-AU,1181,2338.25,95,297.40,1276,2635.65,20141101
CGG_YA18-AU,1059,2091.95,85,251.05,1144,2343.00,20141101
CGG_YA20-AU,1446,2954.70,153,528.50,1599,3483.20,20141101
CGG_YA21-AU,1115,1983.25,68,199.90,1183,2183.15,20141101
CGG_YA23-AU,910,1787.95,84,269.90,994,2057.85,20141101
CGG_YA31-AU,1512,3528.65,137,454.75,1649,3983.40,20141101
CGG_YA32-AU,1111,2409.65,81,263.65,1192,2673.30,20141101
CGG_YA34-AU,1001,2569.35,94,452.45,1095,3021.80,20141101
CGG_YA35-AU,952,2764.90,126,653.10,1078,3418.00,20141101
CGG_YA36-AU,650,1830.80,100,516.05,750,2346.85,20141101
CGG_YAX1-AU,766,2210.75,122,561.15,888,2771.90,20141101
CGG_YAX2-AU,688,1942.20,77,311.80,765,2254.00,20141101
CGG_YAX3-AU,281,813.75,60,311.80,341,1125.55,20141101
CGG_YAX4-AU,362,1040.60,84,430.60,446,1471.20,20141101
CGG_YCX1-AU,378,1080.40,69,413.05,447,1493.45,20141101
CGG_AP21-AU,501,1169.00,84,367.50,585,1536.50,20141001
CGG_BC21-AU,275,1158.80,168,2184.35,443,3343.15,20141001
CGG_BC41-AU,323,1234.30,153,896.70,476,2131.00,20141001
CGG_BC42-AU,136,578.20,42,220.85,178,799.05,20141001
CGG_BC43-AU,205,872.80,292,1716.85,497,2589.65,20141001
CGG_BR22-AU,471,1212.30,82,349.95,553,1562.25,20141001
CGG_BR23-AU,681,2098.00,182,1041.85,863,3139.85,20141001
CGG_BR26-AU,813,1847.45,120,457.40,933,2304.85,20141001
CGG_BR31-AU,875,2383.85,88,436.15,963,2820.00,20141001
CGG_BR32-AU,776,1747.20,53,193.75,829,1940.95,20141001
CGG_BR33-AU,348,858.45,47,219.35,395,1077.80,20141001
CGG_BR34-AU,1439,2836.00,72,214.25,1511,3050.25,20141001
CGG_BR35-AU,881,2271.10,50,207.45,931,2478.55,20141001
CGG_BR41-AU,148,629.10,123,707.10,271,1336.20,20141001
CGG_BR42-AU,650,1613.30,130,581.20,780,2194.50,20141001
CGG_BR43-AU,92,435.30,161,927.40,253,1362.70,20141001
CGG_BR44-AU,313,983.80,51,231.20,364,1215.00,20141001
CGG_BR45-AU,84,402.95,98,577.85,182,980.80,20141001
CGG_BS11-AU,152,838.75,213,1271.60,365,2110.35,20141001
CGG_BS12-AU,345,1071.60,57,300.60,402,1372.20,20141001
CGG_BS13-AU,150,838.60,103,613.50,253,1452.10,20141001
CGG_BS16-AU,73,367.25,131,777.10,204,1144.35,20141001
CGG_BS17-AU,537,1609.45,64,473.10,601,2082.55,20141001
CGG_BS18-AU,506,1378.50,108,550.95,614,1929.45,20141001
CGG_BS21-AU,1363,3089.95,74,248.00,1437,3337.95,20141001
CGG_BS22-AU,993,1901.80,61,188.70,1054,2090.50,20141001
CGG_BS23-AU,1112,2517.35,99,322.45,1211,2839.80,20141001
CGG_BS24-AU,1132,2371.05,96,323.05,1228,2694.10,20141001
CGG_BS25-AU,1401,3359.55,112,420.00,1513,3779.55,20141001
CGG_BS26-AU,1926,4568.35,160,562.45,2086,5130.80,20141001
CGG_BS27-AU,2264,5958.10,154,563.65,2418,6521.75,20141001
CGG_BS29-AU,890,2579.90,72,275.00,962,2854.90,20141001
CGG_BS31-AU,790,2268.05,69,263.05,859,2531.10,20141001
CGG_BS32-AU,1069,2909.50,100,381.80,1169,3291.30,20141001
CGG_BS34-AU,182,524.10,6,25.00,188,549.10,20141001
CGG_BS35-AU,736,2123.40,56,231.25,792,2354.65,20141001
CGG_BS36-AU,1879,5407.80,184,729.25,2063,6137.05,20141001
CGG_BS37-AU,1780,5202.70,158,671.80,1938,5874.50,20141001
CGG_CCX1-AU,161,1075.10,241,3618.10,402,4693.20,20141001
CGG_CCX2-AU,216,1252.80,193,2343.70,409,3596.50,20141001
CGG_CCX3-AU,41,238.35,35,373.70,76,612.05,20141001
CGG_CCX4-AU,40,291.10,39,535.00,79,826.10,20141001
CGG_CCX5-AU,210,2043.85,186,2476.20,396,4520.05,20141001
CGG_CCX6-AU,35,266.55,104,1870.00,139,2136.55,20141001
CGG_CL11-AU,771,1842.20,119,434.30,890,2276.50,20141001
CGG_CLX2-AU,858,1964.30,95,339.95,953,2304.25,20141001
CGG_CPX1-AU,1732,5647.25,301,1647.40,2033,7294.65,20141001
CGG_CPX2-AU,1127,3794.30,227,1156.80,1354,4951.10,20141001
CGG_CS21-AU,893,2831.25,171,962.50,1064,3793.75,20141001
CGG_CS22-AU,683,1620.95,85,291.80,768,1912.75,20141001
CGG_EB29-AU,453,1463.25,82,423.05,535,1886.30,20141001
CGG_EB31-AU,656,1873.30,77,341.85,733,2215.15,20141001
CGG_EB32-AU,812,2096.90,120,558.05,932,2654.95,20141001
CGG_EB33-AU,1149,3031.65,121,563.70,1270,3595.35,20141001
CGG_EB34-AU,370,887.50,29,118.10,399,1005.60,20141001
CGG_EB35-AU,1168,3286.10,140,625.50,1308,3911.60,20141001
CGG_EB36-AU,1116,3062.70,133,634.25,1249,3696.95,20141001
CGG_EB41-AU,803,2523.45,85,452.40,888,2975.85,20141001
CGG_EB42-AU,131,514.05,123,733.50,254,1247.55,20141001
CGG_EB44-AU,128,531.90,149,864.95,277,1396.85,20141001
CGG_EB46-AU,86,354.90,117,695.25,203,1050.15,20141001
CGG_FM21-AU,522,2367.30,250,2711.70,772,5079.00,20141001
CGG_FM22-AU,361,1562.20,272,3276.85,633,4839.05,20141001
CGG_FM23-AU,358,1650.50,281,3616.75,639,5267.25,20141001
CGG_FM24-AU,375,1545.30,268,3421.10,643,4966.40,20141001
CGG_FS21-AU,343,1357.10,125,1313.75,468,2670.85,20141001
CGG_FS22-AU,311,946.35,72,386.15,383,1332.50,20141001
CGG_FS23-AU,175,832.40,133,1824.35,308,2656.75,20141001
CGG_FS24-AU,332,1001.35,85,456.75,417,1458.10,20141001
CGG_FS25-AU,370,1032.85,116,628.05,486,1660.90,20141001
CGG_FS26-AU,359,1156.55,118,693.65,477,1850.20,20141001
CGG_FS31-AU,979,2206.20,75,296.20,1054,2502.40,20141001
CGG_FS32-AU,1067,2457.00,92,352.40,1159,2809.40,20141001
CGG_FS33-AU,1789,3609.20,120,404.80,1909,4014.00,20141001
CGG_GC13-AU,213,1039.10,125,736.60,338,1775.70,20141001
CGG_GH15-AU,215,646.60,52,251.25,267,897.85,20141001
CGG_GH21-AU,514,1020.55,56,190.50,570,1211.05,20141001
CGG_GH23-AU,1107,2000.80,134,450.35,1241,2451.15,20141001
CGG_GH24-AU,1721,3113.80,164,524.75,1885,3638.55,20141001
CGG_GH31-AU,1310,2362.80,149,522.95,1459,2885.75,20141001
CGG_GH32-AU,1233,2348.15,115,361.65,1348,2709.80,20141001
CGG_GH33-AU,785,1942.85,65,316.85,850,2259.70,20141001
CGG_GH34-AU,1217,2824.90,125,405.50,1342,3230.40,20141001
CGG_GH36-AU,1328,3053.90,36,121.85,1364,3175.75,20141001
CGG_GHX1-AU,860,2759.30,223,1226.20,1083,3985.50,20141001
CGG_GHX3-AU,542,1541.65,168,926.15,710,2467.80,20141001
CGG_GHX5-AU,474,1613.95,131,733.70,605,2347.65,20141001
CGG_GM11-AU,138,472.10,67,299.95,205,772.05,20141001
CGG_GM16-AU,148,511.60,41,196.25,189,707.85,20141001
CGG_HAY1-AU,415,3123.50,849,7554.55,1264,10678.05,20141001
CGG_HAY2-AU,406,2850.60,822,7218.25,1228,10068.85,20141001
CGG_HAY3-AU,897,4596.15,556,4746.65,1453,9342.80,20141001
CGG_JSX1-AU,1283,2657.30,132,450.45,1415,3107.75,20141001
CGG_JSX2-AU,1209,2578.50,128,434.95,1337,3013.45,20141001
CGG_LM11-AU,803,1601.30,90,318.05,893,1919.35,20141001
CGG_LM12-AU,801,1286.30,55,189.30,856,1475.60,20141001
CGG_LM13-AU,0,0.00,0,0.00,0,0.00,20141001
CGG_LM14-AU,451,793.85,36,151.85,487,945.70,20141001
CGG_LM15-AU,549,1082.35,73,269.90,622,1352.25,20141001
CGG_LM16-AU,881,1929.15,115,433.05,996,2362.20,20141001
CGG_LM30-AU,1028,1742.55,75,211.10,1103,1953.65,20141001
CGG_LM32-AU,1653,2686.45,95,251.70,1748,2938.15,20141001
CGG_LM41-AU,1114,1885.70,68,185.45,1182,2071.15,20141001
CGG_LM42-AU,1053,1730.35,58,162.30,1111,1892.65,20141001
CGG_LM43-AU,1667,2221.60,68,184.70,1735,2406.30,20141001
CGG_LM44-AU,1904,2956.25,102,303.45,2006,3259.70,20141001
CGG_LMX2-AU,206,1013.55,156,2117.40,362,3130.95,20141001
CGG_LR11-AU,940,1980.80,74,238.10,1014,2218.90,20141001
CGG_LR12-AU,1511,2994.05,88,265.50,1599,3259.55,20141001
CGG_LR13-AU,2550,5195.75,166,516.05,2716,5711.80,20141001
CGG_LR14-AU,1188,2416.25,56,169.35,1244,2585.60,20141001
CGG_LR15-AU,236,997.10,69,404.00,305,1401.10,20141001
CGG_LR16-AU,1096,2478.30,135,485.50,1231,2963.80,20141001
CGG_LR31-AU,312,895.25,91,510.60,403,1405.85,20141001
CGG_LR33-AU,530,1609.70,107,627.45,637,2237.15,20141001
CGG_LR43-AU,797,2214.45,88,345.00,885,2559.45,20141001
CGG_LR47-AU,1161,3586.55,141,713.75,1302,4300.30,20141001
CGG_MB11-AU,836,1812.60,63,198.00,899,2010.60,20141001
CGG_MB12-AU,1179,2490.20,98,344.95,1277,2835.15,20141001
CGG_MB13-AU,922,1823.60,33,98.70,955,1922.30,20141001
CGG_MB14-AU,816,1522.80,30,107.50,846,1630.30,20141001
CGG_MB15-AU,522,957.60,52,167.35,574,1124.95,20141001
CGG_MB16-AU,850,1629.85,70,214.85,920,1844.70,20141001
CGG_MB17-AU,1218,2235.45,110,388.05,1328,2623.50,20141001
CGG_MB23-AU,1582,2597.00,77,228.60,1659,2825.60,20141001
CGG_MB31-AU,2264,3518.25,87,242.95,2351,3761.20,20141001
CGG_MB32-AU,1750,2586.70,91,213.40,1841,2800.10,20141001
CGG_MB33-AU,1869,3048.35,77,233.65,1946,3282.00,20141001
CGG_MB34-AU,1699,2569.45,64,161.60,1763,2731.05,20141001
CGG_MB35-AU,1106,2353.05,107,473.70,1213,2826.75,20141001
CGG_MB36-AU,2204,3279.90,90,282.90,2294,3562.80,20141001
CGG_MB37-AU,935,1610.80,100,364.85,1035,1975.65,20141001
CGG_MB38-AU,1747,2740.15,67,172.25,1814,2912.40,20141001
CGG_MB41-AU,1459,2802.80,86,268.50,1545,3071.30,20141001
CGG_MB42-AU,958,2423.55,49,181.15,1007,2604.70,20141001
CGG_MB44-AU,957,2190.75,57,203.00,1014,2393.75,20141001
CGG_MBX1-AU,1289,3412.05,162,613.65,1451,4025.70,20141001
CGG_MBX2-AU,1102,2827.55,156,598.65,1258,3426.20,20141001
CGG_MBX4-AU,828,2001.35,118,454.90,946,2456.25,20141001
CGG_MC21-AU,1345,3418.15,133,1028.60,1478,4446.75,20141001
CGG_MC22-AU,1675,4263.60,113,689.30,1788,4952.90,20141001
CGG_MC23-AU,839,2086.80,69,372.45,908,2459.25,20141001
CGG_MK31-AU,215,706.90,45,251.25,260,958.15,20141001
CGG_MK34-AU,254,747.15,62,266.85,316,1014.00,20141001
CGG_MK35-AU,119,277.10,29,148.75,148,425.85,20141001
CGG_MM41-AU,1782,3093.00,101,321.10,1883,3414.10,20141001
CGG_MS10-AU,551,1011.70,39,123.65,590,1135.35,20141001
CGG_MS11-AU,1220,2305.55,97,300.45,1317,2606.00,20141001
CGG_MS12-AU,1676,2746.55,151,491.60,1827,3238.15,20141001
CGG_MS21-AU,1298,2333.95,106,361.10,1404,2695.05,20141001
CGG_MS30-AU,674,1119.60,48,118.55,722,1238.15,20141001
CGG_MS31-AU,2094,3963.45,179,575.40,2273,4538.85,20141001
CGG_MS32-AU,1414,2483.95,111,340.40,1525,2824.35,20141001
CGG_MS41-AU,997,1775.20,69,203.00,1066,1978.20,20141001
CGG_MS42-AU,1896,2602.00,114,241.90,2010,2843.90,20141001
CGG_MS43-AU,1926,3291.65,142,414.60,2068,3706.25,20141001
CGG_MS44-AU,1717,2543.05,72,152.15,1789,2695.20,20141001
CGG_MS46-AU,1392,2042.30,52,113.60,1444,2155.90,20141001
CGG_MY21-AU,1071,2219.75,50,156.80,1121,2376.55,20141001
CGG_MY22-AU,1064,2486.00,82,286.75,1146,2772.75,20141001
CGG_MY23-AU,836,1799.60,45,155.55,881,1955.15,20141001
CGG_MY25-AU,1111,2305.80,69,211.75,1180,2517.55,20141001
CGG_MY31-AU,508,1293.30,54,221.20,562,1514.50,20141001
CGG_MY32-AU,680,1656.60,66,243.55,746,1900.15,20141001
CGG_MY33-AU,349,905.50,52,207.40,401,1112.90,20141001
CGG_MY34-AU,420,1299.90,44,188.75,464,1488.65,20141001
CGG_MY35-AU,337,953.35,51,211.25,388,1164.60,20141001
CGG_MY41-AU,1842,4010.20,139,481.05,1981,4491.25,20141001
CGG_MY42-AU,2379,4859.45,164,513.55,2543,5373.00,20141001
CGG_MY43-AU,999,2867.20,75,296.20,1074,3163.40,20141001
CGG_MY44-AU,537,1546.85,60,237.50,597,1784.35,20141001
CGG_MY45-AU,919,2847.10,112,448.70,1031,3295.80,20141001
CGG_MY46-AU,1797,5685.35,182,746.20,1979,6431.55,20141001
CGG_MY47-AU,1312,3989.30,132,518.10,1444,4507.40,20141001
CGG_MY51-AU,1055,3579.80,168,902.50,1223,4482.30,20141001
CGG_MY52-AU,1092,4248.60,228,1660.00,1320,5908.60,20141001
CGG_MY53-AU,645,2310.85,101,569.95,746,2880.80,20141001
CGG_MY54-AU,889,3594.35,212,1534.95,1101,5129.30,20141001
CGG_MY55-AU,1114,4075.25,141,762.50,1255,4837.75,20141001
CGG_MY56-AU,1047,4378.25,272,1978.10,1319,6356.35,20141001
CGG_MY57-AU,1031,3782.45,176,989.35,1207,4771.80,20141001
CGG_PNR1-AU,794,2393.60,240,720.00,1034,3113.60,20141001
CGG_PNR2-AU,136,411.05,15,45.00,151,456.05,20141001
CGG_RBX4-AU,190,587.85,36,146.85,226,734.70,20141001
CGG_RBX5-AU,154,736.70,93,458.75,247,1195.45,20141001
CGG_RBX6-AU,356,1668.75,318,1584.35,674,3253.10,20141001
CGG_RBX7-AU,316,1337.95,245,1215.00,561,2552.95,20141001
CGG_RS11-AU,768,1265.85,49,167.40,817,1433.25,20141001
CGG_RS13-AU,535,815.20,37,143.10,572,958.30,20141001
CGG_RS14-AU,1566,1880.00,47,118.50,1613,1998.50,20141001
CGG_RS15-AU,700,1331.60,91,350.50,791,1682.10,20141001
CGG_RS16-AU,1390,2210.85,63,183.65,1453,2394.50,20141001
CGG_RS20-AU,1450,2280.50,87,246.65,1537,2527.15,20141001
CGG_RS21-AU,1529,2632.30,119,340.30,1648,2972.60,20141001
CGG_RS22-AU,2442,3763.65,129,353.40,2571,4117.05,20141001
CGG_RS23-AU,1675,2859.30,139,378.40,1814,3237.70,20141001
CGG_RS30-AU,1445,2720.60,95,286.65,1540,3007.25,20141001
CGG_RS31-AU,1621,3169.15,128,437.95,1749,3607.10,20141001
CGG_RS32-AU,1210,2345.45,89,296.70,1299,2642.15,20141001
CGG_RS33-AU,1135,2204.55,118,422.30,1253,2626.85,20141001
CGG_RS41-AU,1292,2655.10,115,384.75,1407,3039.85,20141001
CGG_RS42-AU,1367,3084.10,130,479.95,1497,3564.05,20141001
CGG_RS43-AU,712,1416.90,83,274.30,795,1691.20,20141001
CGG_RS44-AU,599,1399.00,51,166.20,650,1565.20,20141001
CGG_RS45-AU,1516,3103.70,121,423.55,1637,3527.25,20141001
CGG_RS46-AU,855,2104.90,73,256.20,928,2361.10,20141001
CGG_RS50-AU,487,1019.75,31,77.50,518,1097.25,20141001
CGG_RS53-AU,902,2327.60,95,344.35,997,2671.95,20141001
CGG_RSX1-AU,497,726.15,14,47.45,511,773.60,20141001
CGG_RSX2-AU,625,1162.15,25,83.65,650,1245.80,20141001
CGG_RSX3-AU,541,1178.80,50,203.10,591,1381.90,20141001
CGG_RT12-AU,1214,3210.10,119,625.45,1333,3835.55,20141001
CGG_SS31-AU,641,1341.30,33,121.20,674,1462.50,20141001
CGG_SS32-AU,534,1062.40,26,116.20,560,1178.60,20141001
CGG_SW30-AU,312,1069.75,65,603.10,377,1672.85,20141001
CGG_SW31-AU,867,2530.95,105,449.35,972,2980.30,20141001
CGG_SW32-AU,291,1015.95,117,1459.35,408,2475.30,20141001
CGG_SW33-AU,519,1513.00,78,324.95,597,1837.95,20141001
CGG_SW34-AU,399,1705.05,203,2640.60,602,4345.65,20141001
CGG_SW35-AU,794,2421.20,103,421.15,897,2842.35,20141001
CGG_TM10-AU,1746,4868.10,403,1849.30,2149,6717.40,20141001
CGG_TMX3-AU,1064,3776.60,265,1901.10,1329,5677.70,20141001
CGG_TMX4-AU,1441,4871.75,320,2199.35,1761,7071.10,20141001
CGG_TMX5-AU,1530,5108.55,559,4271.70,2089,9380.25,20141001
CGG_TMX6-AU,1465,5165.75,429,3023.05,1894,8188.80,20141001
CGG_TMX7-AU,1258,3693.25,375,1714.85,1633,5408.10,20141001
CGG_TMX8-AU,1878,5509.05,1174,5502.05,3052,11011.10,20141001
CGG_TMX9-AU,2132,5678.60,482,2167.90,2614,7846.50,20141001
CGG_TPX1-AU,944,2018.85,122,448.05,1066,2466.90,20141001
CGG_US10-AU,1168,2175.70,87,256.85,1255,2432.55,20141001
CGG_WES1-AU,365,1663.05,129,991.20,494,2654.25,20141001
CGG_WES2-AU,658,2810.35,190,1327.40,848,4137.75,20141001
CGG_YA11-AU,812,1545.60,41,126.15,853,1671.75,20141001
