"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"425","Defra","Core Defra",2013-02-19,"Other Current Payments (GB)","Policy Delivery DG","Food & Environment Research Agency","46231",46231,"Memorandum of Understanding October to December 2012","YO41 1LZ","","exempt","BCP00001","Expense",""
"426","Defra","Core Defra",2013-02-25,"Other Current Payments (Evidence R&D) (Agency)","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","ERS-513262-43000",71234.08,"Development of an oral BCG vaccine for badgers - research component - AHVLA  February 2013","KT15 3NB","SME","exempt","00000000","Expense",""
"427","Defra","Core Defra",2013-02-27,"IBM Base Services Control","Chief Operating Officer DG","IBM United Kingdom Ltd","5802130144",5997736.36,"IT Base Services - February 2013","GU1 2LD","","FRW10040-00","00000000","Expense",""
"428","Defra","Core Defra",2013-02-01,"Computer & IT Services","Chief Operating Officer DG","IBM United Kingdom Ltd","5812122013",75521.22,"IT Anti Virus Technology Refresh","GU1 2LD","","FRW10040-00","P0300010","Expense",""
"429","Defra","Core Defra",2013-02-19,"Estates IFM Pass- Through Maintenance","Chief Operating Officer DG","Interserve (Facilities Mngmnt) Ltd","FI00023354",39265.43,"Pass-through costs for November 2012","BS32 4NH","","18132","00000000","Expense",""
"430","Defra","Core Defra",2013-02-27,"Office Equipment","Chief Operating Officer DG","Xerox Finance","96683103",34255.42,"Photocopier Rental Charges 25/03/13 to 24/09/13","BN13 1QX","","10022/5","B1960000","Expense",""
"431","Defra","Core Defra",2013-02-21,"Estates IFM Pass- Through Maintenance","Chief Operating Officer DG","Interserve (Facilities Mngmnt) Ltd","FI00023388",87791.73,"Pass-through costs for December 2012","BS32 4NH","","18166","00000000","Expense",""
"432","Defra","Core Defra",2013-02-05,"Overhead Incidental Expenses","Chief Operating Officer DG","Civil Service Resourcing","18000028272012",125400,"Payment to Civil Service Resourcing for Defra Fast Stream Intake 2013 ","SW1A 2BQ","","Exempt","00000000","Expense",""
"433","Defra","Core Defra",2013-02-07,"Training - Other External","Chief Operating Officer DG","Oxford Said Business School Limited","0000033904",30000,"Major Projects Leadership Academy attendance","OX1 5NY","","17823","00000000","Expense",""
"434","Defra","Core Defra",2013-02-05,"Current grants to charitable bodies","Policy Delivery DG","University Of Reading","96491",49458,"Addressing vulnerabilities and building capacity for adaption of agriculture to climate change in China","RG6 6AH","","Exempt","00000000","Expense",""
"435","Defra","Core Defra",2013-02-25,"Overhead Incidental Expenses","Policy Delivery DG","The Scotland Office","80058177",127021.7,"Distribution of Scotland's share of UK grant payment from EC for 2010 Structure Survey data","EH3 7HW","SME","Exempt","00000000","Expense",""
"436","Defra","Core Defra",2013-02-19,"Other Current Payments E","Policy Delivery DG","Food & Environment Research Agency","F0027327",88264,"Emergency Response and Recovery Programme - The UK Government Decontaminiation Service to support, inform and influence Defra Policy for public good - January 2013","YO41 1LZ","","exempt","00000000","Expense",""
"437","Defra","Core Defra",2013-02-19,"Other Current Payments E","Policy Delivery DG","Food & Environment Research Agency","F0027326",55401,"Emergency Response and Recovery Programme - The UK Government Decontaminiation Service to support, inform and influence Defra Policy for public good - January 2013","YO41 1LZ","","exempt","00000000","Expense",""
"438","Defra","Core Defra",2013-02-05,"Prog - Admin Costs - FLS Office Services Consultancy","Policy Delivery DG","Treasury Solicitor","AH1344",200600.23,"Legal Services Major Projects Thames Tunnel Order","WC2B 4TS","","Exempt","00000000","Expense",""
"439","Defra","Core Defra",2013-02-05,"Prog - Admin Costs - FLS Office Services Consultancy","Policy Delivery DG","Freshfields Bruckhaus Deringer","EUKFF133442",112003.98,"Thames Tideway Tunnel project - provision of commercial legal consultancy between 1 April and 31 May 2013","EC4Y 1HS","","17831","00000000","Expense",""
"440","Defra","Core Defra",2013-02-21,"Contractor - Management Cover","Policy Delivery DG","Ricardo-A E A Ltd","6150906",42678,"Contract for the provision of Technical Support for the Water Technology List 2012-14 ","OX11 0QJ","","13998","00000000","Expense",""
"441","Defra","Core Defra",2013-02-15,"Contractor - Management Cover","Policy Delivery DG","Capita Resourcing Ltd","WN4008789",31395,"Provision of commercial expertise to strengthen Defra's Thames Tideway Tunnel project team ","SW1P 2AF","","16927","00000000","Expense",""
"442","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","Food & Environment Research Agency","F0027094",199853,"Food & Environment Research Agency Memorandum of Understanding","YO41 1LZ","","Exempt","00000000","Expense",""
"443","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","Food & Environment Research Agency","F0026381",2178622,"Food & Environment Research Agency Memorandum of Understanding - September to November 2012","YO41 1LZ","","Exempt","00000000","Expense",""
"444","Defra","Core Defra",2013-02-25,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000019451",15712083.33,"Laboratory surveillance ","YO1 7PX","SME","exempt","00000000","Expense",""
"445","Defra","Core Defra",2013-02-05,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022600",2244583.33,"Laboratory surveillance ","KT15 3NB","SME","exempt","00000000","Expense",""
"446","Defra","Core Defra",2013-02-19,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000023235",266095.39,"Pass-through costs for onboarding to IBM","YO1 7PX","SME","","00000000","Expense",""
"447","Defra","Core Defra",2013-02-21,"Evidence Non R&D","Policy Delivery DG","L G C Limited","50210885",178413.84,"Transmissible Spongiform Encephalopathy Laboratory Testing","TW11 0LY","SME","Exempt","TSE00963","Expense",""
"448","Defra","Core Defra",2013-02-21,"Evidence Non R&D","Policy Delivery DG","Identigen Ltd","JAN13",44071.23,"Bovine Spongiform Encephalopathy Testing - January 2013","NP10 8UL","SME","Exempt","TSE00963","Expense",""
"449","Defra","Core Defra",2013-02-05,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022710",42204.01,"Funding for Perfluorocarbon Transmissible Spongiform Encephalopathies 2012/13 ","YO1 7PX","SME","Exempt","00000000","Expense",""
"450","Defra","Core Defra",2013-02-25,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022584",190516.67,"Laboratory surveillance contract  - January 2013","YO1 7PX","SME","exempt","00000000","Expense",""
"451","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000023135",52638.33,"Fallen Stock Sampling Fee","KT15 3NB","SME","Exempt","00000000","Expense",""
"452","Defra","Core Defra",2013-02-05,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022662",178577.14,"Funding for Perfluorocarbon Transmissible Spongiform Encephalopathies 2012/13 ","YO1 7PX","SME","Exempt","00000000","Expense",""
"453","Defra","Core Defra",2013-02-05,"Other Current Payments (GB)","Policy Delivery DG","Food Standards Agency","1701904",38294.44,"Food Standards Agency Memorandum of Understanding 12/13","YO1 2YX","","Exempt","ABPO0001","Expense",""
"454","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022580",175000,"Laboratory surveillance - January 2013","KT15 3NB","SME","exempt","00000000","Expense",""
"455","Defra","Core Defra",2013-02-07,"Publications - Storage & Distribution (C)","Chief Operating Officer DG","Iron Mountain (UK) Ltd","Z277770Z277788",28886.36,"Defra records storage contract","EH54 7DF","","10120","00000000","Expense",""
"456","Defra","Core Defra",2013-02-27,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Reading","ERS-512743-42818",32753.33,"Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - February 2013","RG6 6AH","","","SFFS0005","Expense",""
"457","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Drew Associates","19003",39780,"Farm Business Survey Quality Assessor Contract 2009-2012","SN14 7NA","SME","","00000000","Expense",""
"458","Defra","Core Defra",2013-02-21,"Other Current Payments E","Policy Delivery DG","University Of Nottingham","7677753",267375,"Farm Business Survey Framework Agreement 2011/12 ","NG7 2RD","","10992","00000000","Expense",""
"459","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","1402134588939",38241.16,"Greenhouse Gas Platform - Nitrous Oxide Emissions Factors","WV9 5AP","","exempt","SFFS0005","Expense",""
"460","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","RIRP067333",48901.75,"Link Project Environmental and Nutritional Benefits of Bioethanol Co-products ","WV9 5AP","","exempt","SFFS0006","Expense",""
"461","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","RIRP067282",38717.83,"Improving the sustainability of phosphorus use in arable farming ","WV9 5AP","","Exempt","SFFS0006","Expense",""
"462","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Nottingham","7675995",60000,"On-Farm Energy Usage Based on Farm Business Survey Farms: Data Collection 2011/12","NG7 2NR","","DO0116","FCAG0002","Expense",""
"463","Defra","Core Defra",2013-02-07,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Wales Aberystwyth","20024498",160400.63,"Genetic Improvements of Miscanthus as a Sustainable Feedstock for Bioenergy in the UK","SY23 2AX","","exempt","SFFS0005","Expense",""
"464","Defra","Core Defra",2013-02-01,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Wales Aberystwyth","20023975",27820.12,"Genetic improvement of perennial ryegrass and white clover to increase the efficiency of nitrogen use in the rumen","SY23 2AX","","","00000000","Expense",""
"465","Defra","Core Defra",2013-02-01,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","RIRP067006",40687.85,"Sustainable Crop and Environment Protection Targeted Research for Edibles - October to December 2012","WV9 5AP","","exempt","SFFS0006","Expense",""
"466","Defra","Core Defra",2013-02-27,"Other Current Payments (Evidence R&D)","Policy Delivery DG","North Wyke Research.","ERS-512742-42880",36437.74,"Greenhouse Gas Platform - Nitrous Oxide Emissions Factors - February 2013","AL5 2JQ","SME","Exempt","SFFS0005","Expense",""
"467","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","1402133391900",28265.83,"Potential for nitrification inhibitors and fertiliser nitrogen application timing strategies to reduce direct and indirect nitrous oxide emissions from UK agriculture","WV9 5AP","","exempt","SFFS0005","Expense",""
"468","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Sac Commercial Ltd","1402133095500",25795.83,"Greenhouse Gas Platform - Nitrous Oxide Emissions Factors","EH9 3JG","","exempt","SFFS0005","Expense",""
"469","Defra","Core Defra",2013-02-15,"Other Current Payments (Evidence R&D)","Policy Delivery DG","N I A B","NI5007",32975.21,"Buglossoides arvensis: A new crop for the UK, containing stearidonic acid, a precursor of long chain Omega-3 fatty acid with nutraceutical properties","CB3 0LE","SME","","00000000","Expense",""
"470","Defra","Core Defra",2013-02-05,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Technology Strategy Board","000699",47249.12,"Knowledge Transfer Partnership (Adjustments) - Technology Strategy Board","SN2 1JF","","exempt","SFFS0003","Expense",""
"471","Defra","Core Defra",2013-02-07,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Wales Aberystwyth","20024518",37986.54,"Harnessing new technologies for sustainable oat production and utilisation - October to December 2012","SY23 2AX","","exempt","SFFS0006","Expense",""
"472","Defra","Core Defra",2013-02-01,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Cranfield University","1365706",42360.15,"Developing precision irrigation for field scale vegetable production, linking in-field moisture sensing, wireless networks and variable rate application technology - April to June 2012","MK43 0AL","","exempt","SFFS0004","Expense",""
"473","Defra","Core Defra",2013-02-25,"Grant-in Aid Payments","Policy Delivery DG","Gangmasters Licensing Authority","140213",471502.59,"GLA Licensing/Enforcement Expenses Funding - February 2013","NG8 9AF","","exempt","GLA00002","Expense",""
"474","Defra","Core Defra",2013-02-13,"Grant-in Aid Payments","Policy Delivery DG","Gangmasters Licensing Authority","170113",286369,"GLA Licensing/Enforcement Expenses Funding - January 2013","NG8 9AF","","Exempt","GLA00002","Expense",""
"475","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","Ricardo-A E A Ltd","6150362",122408.74,"Energy using products - November 2012","OX11 0QJ","","10548","00000000","Expense",""
"476","Defra","Core Defra",2013-02-07,"Evidence Non R&D","Policy Delivery DG","Ricardo-A E A Ltd","6150744",139950.29,"Energy using products  ","OX11 0QJ","","10548","00000000","Expense",""
"477","Defra","Core Defra",2013-02-15,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Hertfordshire","00000049213",35000,"Pilot for a Nursery Equipment Product Service System","AL10 9AB","","Exempt","00000000","Expense",""
"478","Defra","Core Defra",2013-02-11,"Other Current Payments E","Policy Delivery DG","Local Partnerships LLP","41101127",269695.42,"Waste infrastructure delivery programme transactor support - January 2013","SW1P 3HZ","SME","14265","WFUNDCON","Expense",""
"479","Defra","Core Defra",2013-02-15,"Evidence Non R&D","Policy Delivery DG","Marine Biological Association","229",34040,"Infrastructure Delivery Programme","PL1 2PB","SME","exempt","00000000","Expense",""
"480","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","C E F A S","8002554",2232833.33,"CEFAS High Level Agreement Payment 2012/13 February 2013","NR33 0HT","SME","exempt","00000000","Expense",""
"481","Defra","Core Defra",2013-02-05,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022708",75451.39,"Funding for Reportable Diseases and Zoonoses for year 2012/13 - December 2012","YO1 7PX","SME","Exempt","00000000","Expense",""
"482","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022579",244960.42,"Laboratory surveillance contract - January 2013","KT15 3NB","SME","exempt","00000000","Expense",""
"483","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022578",512500,"Laboratory surveillance contract - January 2013","KT15 3NB","SME","EXEMPT","00000000","Expense",""
"484","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022582",31583.33,"Laboratory surveillance contract - January 2013","KT15 3NB","SME","exempt","00000000","Expense",""
"485","Defra","Core Defra",2013-02-05,"Payments to Agencies GB","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022666",157453.8,"Funding for Reportable Diseases and Zoonoses for year 2012/13 - November 2012","YO1 7PX","SME","Exempt","00000000","Expense",""
"486","Defra","Core Defra",2013-02-19,"Other Current Payments (Evidence R&D)","Chief Operating Officer DG","NERC Proudman Oceanographic Laboratory","7060004032",127650,"Environmental Change Network Central (data) Coordination unit","SN2 1FF","","Exempt","00000000","Expense",""
"487","Defra","Core Defra",2013-02-11,"Payments to Agencies UK","Chief Operating Officer DG","Food & Environment Research Agency","F0027095",360189,"FERA Plant Health Memorandum of Understanding 2012/13","YO41 1LZ","","Exempt","00000000","Expense",""
"488","Defra","Core Defra",2013-02-01,"Overhead Incidental Expenses","Chief Operating Officer DG","Royal Botanic Gardens Kew","S8661MT",109483.19,"Onboarding activities - October 2012","TW9 3AB","","Exempt","00000000","Expense",""
"489","Defra","Core Defra",2013-02-01,"Overhead Incidental Expenses","Chief Operating Officer DG","Royal Botanic Gardens Kew","S8997MT",111190.02,"Onboarding activities - November 2012","TW9 3AB","","Exempt","00000000","Expense",""
"490","Defra","Core Defra",2013-02-11,"Current Grants E","Policy Delivery DG","N A A O N B.","100113",37616,"National Association of Areas of Outstanding Natural Beauty Grant 2012-13 ","GL54 3JH","SME","Exempt","00000000","Expense",""
"491","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","N A A O N B.","011212",33465,"National Association of Areas of Outstanding Natural Beauty Grant 2012-13 ","GL54 3JH","SME","Exempt","00000000","Expense",""
"492","Defra","Core Defra",2013-02-05,"Other Current Payments E","Policy Delivery DG","JSS Pensions Administration","6364",111057.26,"Nature Conservancy Council Pension Scheme - January 2013","SN2 1FF","","exempt","00000000","Expense",""
"493","Defra","Core Defra",2013-02-05,"Grant-in Aid Payments","Policy Delivery DG","Natural England","250113",1e+07,"Grant in Aid Payment - February 2013","YO1 7PX","","Exempt","00000000","Expense",""
"494","Defra","Core Defra",2013-02-13,"Grant-in Aid Payments","Policy Delivery DG","Joint Nature Conservation Committee","070213",735000,"Grant in Aid Payment - February 2013","PE1 1JY","SME","Exempt","00000000","Expense",""
"495","Defra","Core Defra",2013-02-07,"Other Current Payments (GB)","Policy Delivery DG","University Of Reading","ERS-511750-42628",36506.67,"National Fruit Collection - January 2013","RG6 6AH","","","00000000","Expense",""
"496","Defra","Core Defra",2013-02-07,"Other Current Payments (GB)","Policy Delivery DG","University Of Reading","ERS-511749-42626",328560,"National Fruit Collection April - December 2012","RG6 6AH","","","00000000","Expense",""
"497","Defra","Core Defra",2013-02-05,"Other Current Payments E","Policy Delivery DG","Rural Payments Agency","333295",47904.66,"School Milk Top Up Quarter 3 2012/13","RG1 3YD","SME","Exempt","LIV00022","Expense",""
"498","Defra","Core Defra",2013-02-27,"Other Current Payments (GB)","Policy Delivery DG","University Of Reading","ERS-513467-42821",36506.67,"National Fruit Collection payment February 2013 ","RG6 6AH","","","00000000","Expense",""
"499","Defra","Core Defra",2013-02-05,"Other Current Payments E","Policy Delivery DG","Ricardo-A E A Ltd","6150583",55630.18,"Farming Advice Service Contract for 2012 - 2014 December 2012","OX11 0QJ","","15760","00000000","Expense",""
"500","Defra","Core Defra",2013-02-05,"Other Current Payments E","Policy Delivery DG","Ricardo-A E A Ltd","6150218",50574.92,"Farming Advice Service Contract for 2012 - 2014 November 2012","OX11 0QJ","","15760","00000000","Expense",""
"501","Defra","Core Defra",2013-02-25,"Other Current Payments E","Policy Delivery DG","Ricardo-A E A Ltd","6150952",71177.68,"Farming Advice ","OX11 0QJ","","15760","00000000","Expense",""
"502","Defra","Core Defra",2013-02-13,"Other Current Payments E","Policy Delivery DG","Ricardo-A E A Ltd","6149976",50574.92,"Farming Advice project and stakeholder management","OX11 0QJ","","15760","00000000","Expense",""
"503","Defra","Core Defra",2013-02-11,"Other Current Payments (Evidence R&D)","Policy Delivery DG","A D A S UK Ltd","RIRP067010",52683.2,"Implications of grazing regimes","WV9 5AP","","Exempt","00000000","Expense",""
"504","Defra","Core Defra",2013-02-15,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Cl:aire","33352013SP1010",41269,"Development of screening for assessment of land affected by contaminants","WC1B 3QJ","SME","exempt","00000000","Expense",""
"505","Defra","Core Defra",2013-02-07,"Other Current Payments UK","Policy Delivery DG","Soil Association Certification Ltd","177270",31035.5,"Grant Payment Organic Farming. SACL first quarter payment, April-June 11.  Payment to organic Control Bodies","BS1 3NX","SME","Exempt","ORPTCB01","Expense",""
"506","Defra","Core Defra",2013-02-11,"Other Current Payments E","Policy Delivery DG","Carbon Disclosure Project","1822KL",29077,"Grant Payment to Carbon Disclosure Project for Investor Work which includes engaging with companies in the FTSE All-Share index","EC1R 0NE","SME","exempt","00000000","Expense",""
"507","Defra","Core Defra",2013-02-05,"Grant-in Aid Payments","Policy Delivery DG","Marine Management Organisation","290113",1675000,"Grant in Aid payments to Marine Management Organisation","NE4 7YH","SME","exempt","00000000","Expense",""
"508","Defra","Core Defra",2013-02-05,"Other Current Payments (GB)","Policy Delivery DG","Dept For Communities & Local Gov","010213",250000,"London Support Grant Services for 2010/11","HP2 4XN","","Exempt","00000000","Expense",""
"509","Defra","Core Defra",2013-02-01,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Institute of Zoology","31984",60206,"Cetacean strandings investigation 01/10-31/12/12","NW1 4RY","","Exempt","00000000","Expense",""
"510","Defra","Core Defra",2013-02-19,"Evidence Non R&D","Policy Delivery DG","Sea Mammal Research Unit","RG040503",53555,"Cetacean Bycatch Observer Monitoring Scheme July - September 2012","KY16 8LB","SME","14518","00000000","Expense",""
"511","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","C E F A S","8002553",156000,"Cefas High Level Agreement Payment 2012/13 ","NR33 0HT","SME","exempt","00000000","Expense",""
"512","Defra","Core Defra",2013-02-07,"Evidence Non R&D","Policy Delivery DG","Sea Mammal Research Unit","RG040900",48761,"Cetacean Bycatch Observer Monitoring Scheme October - December 2012","KY16 8LB","SME","14518","00000000","Expense",""
"513","Defra","Core Defra",2013-02-11,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","C E F A S","8002558",25000,"Response to ecosystems and fisheries to management in a changing environment February 2013","NR33 0HT","SME","Exempt","RDEVFUND","Expense",""
"514","Defra","Core Defra",2013-02-13,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","Cranfield University","1368329",50000,"Natural environment risk and futures January 2013","MK43 0AL","","exempt","HSFUTURE","Expense",""
"515","Defra","Core Defra",2013-02-25,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","Animal Health and Veterinary Laboratories Agency","ERS-512966-42965",37100,"Anticipating the global onset of Novel Epidemics - AHVLA February 2013","KT15 3NB","SME","exempt","RDEVFUND","Expense",""
"516","Defra","Core Defra",2013-02-11,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","C E F A S","8002508",25000,"Response to ecosystems and fisheries to management in a changing environment January 2013","NR33 0HT","SME","Exempt","RDEVFUND","Expense",""
"517","Defra","Core Defra",2013-02-01,"Evidence Non R&D","Strategy, Evidence and Customers DG","B E T A Technology Ltd","5207",30114.47,"Provision of UK national contact points services for EU and International Partnerships Project 2012/2013","DN4 5HZ","SME","exempt","EUIPARTN","Expense",""
"518","Defra","Core Defra",2013-02-25,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","Food & Environment Research Agency","ERS-512771-42893",115783.59,"Assessing the environmental outcomes of the Campaign for the Farmed Environment","YO41 1LZ","","Exempt","RDEVFUND","Expense",""
"519","Defra","Core Defra",2013-02-05,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","Tavistock Institute Of Human Relations","26142",36750,"Local Nature Partnerships formative contract evaluation","EC2A 4UE","SME","Exempt","RDEVFUND","Expense",""
"520","Defra","Core Defra",2013-02-19,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","Sac Commercial Ltd","13021316800000",140000,"Transforming our use of veterinary economic assessment project - February 2013","EH9 3JG","","Exempt","RDEVFUND","Expense",""
"521","Defra","RPA",2013-02-27,"Vehicles - Lease Costs","Various","Arval","1049159",56149.6,"Lease Vehicle Hire Charges","SN5 6PE","","Various","","ADMIN",""
"522","Defra","RPA",2013-02-14,"Contractor Costs","Service Management","Badenoch & Clark","4342170",36118.02,"Government procurement service for Strategic Improvement Plan"," W1T 5AE","","64849","","ADMIN",""
"523","Defra","RPA",2013-02-07,"IT Outsourced Services","Service Management","Cable & Wireless","5000001141/433921 ",48960,"Wireless Area Network (WAN) Managed Service 1st April 2012 to 31st March 2013","RG12 1XL","","64133","COMS0130","ADMIN",""
"524","Defra","RPA",2013-02-28,"HISTORIC COST ADDITIONS","Service Management","COMPUTACENTER (UK) LTD","3804337253",71997.94,"Purchase of HP Intel Hardware to enable the delivery of a new Hyper-V platform to build virtual machine environments to support a number of Strategic Improvement Plans","AL10 9TW","","64634","SIP06000","ADMIN",""
"525","Defra","RPA",2013-02-04,"IT Outsourced services","Service Management","Defra (IBM Charges)","196008",526009.11,"IBM recharge for April 2012 -July 2012","YO1 7PX","","64820","DEFR0000","ADMIN",""
"526","Defra","RPA",2013-02-11,"Maintenance and FM Service","Sustainable Workplace Management","Defra (interserve charges)","1000017686",105622.97,"Payment to Defra for Interserve works and  services delivered to RPA estate via Business Continuity Plan (BCP) route","YO1 7PX","","64804","","ADMIN",""
"527","Defra","RPA",2013-02-11,"Maintenance and FM Service","Sustainable Workplace Management","Defra (interserve charges)","1000019311",95906.03,"Payment to Defra for Interserve works and  services delivered to RPA estate via Business Continuity Plan (BCP) route","YO1 7PX","","64804","","ADMIN",""
"528","Defra","RPA",2013-02-11,"Vehicles - Lease Costs","Sustainable Workplace Management","Defra (interserve charges)","1000021250",73746.93,"Payment to Defra for Interserve works and  services delivered to RPA estate via Business Continuity Plan (BCP) route","YO1 7PX","","64804","","ADMIN",""
"529","Defra","RPA",2013-02-01,"Supplier Contractors","Chief Executive's Office","Deloitte & Touche","1110885447",70871.47,"Support to Finance and Compliance Function 29th October 2012 to 30th June 2013.","MK9 1FD","","64819","","ADMIN",""
"530","Defra","RPA",2013-02-21,"Supplier Contractors","Service Management","Deloitte & Touche","2410064107",59998.8,"Professional multidisciplinary consultancy services","MK9 1FD","","64953","PPT03100","ADMIN",""
"531","Defra","RPA",2013-02-22,"Supplier Contractors","Service Management","Deloitte & Touche","2410064084",105991.2,"Support to Future Option Programme (FOP) (Common Agricultural Policy) Procurement and Planning 1st October 2012 to 31st March 2013","MK9 1FD","","64808","FOP01000","ADMIN",""
"532","Defra","RPA",2013-02-06,"IT Outsourced Services","Service Management","DSGi Business","11778112",75834,"Monthly Service Charge (Yearly charge for Ultra Thin Client (UTC) Support from 01/04/12 - 31/03/2013)","BL9 7BJ","","64069","OFFS0125","ADMIN",""
"533","Defra","RPA",2013-02-13,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40936",30251.82,"Carlisle core faciltities management March 2013","B4 6AJ","","64261","","ADMIN",""
"534","Defra","RPA",2013-02-13,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40938",31255.97,"Northallerton core facilities management March 2013","B4 6AJ","","64261","","ADMIN",""
"535","Defra","RPA",2013-02-13,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40989",47558.59,"Workington core facilities management March 2013","B4 6AJ","","64261","","ADMIN",""
"536","Defra","RPA",2013-02-13,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","41007",29594.91,"Reading core facilities management March 2013","B4 6AJ","","64261","","ADMIN",""
"537","Defra","RPA",2013-02-13,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","41009",25300.97,"Newcastle core facilities management March 2013","B4 6AJ","","64261","","ADMIN",""
"538","Defra","RPA",2013-02-14,"Defra Estates -Depreciation/Establishment and Service Charges","","DTZ","40132",33629.84,"Exeter establishment and depreciation costs February 2013 ","B4 6AJ","","64261","","ADMIN",""
"539","Defra","RPA",2013-02-14,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40154",42771.13,"Reading establishment and depreciation costs February 2013","B4 6AJ","","64261","","ADMIN",""
"540","Defra","RPA",2013-02-20,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40714",222501.6,"Northallerton expenditure quarterly in arrears 01/10/12-31/12/12 ","B4 6AJ","","64261","","ADMIN",""
"541","Defra","RPA",2013-02-21,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40712",39885.76,"Carlisle expenditure quarterly in arrears 01/10/12-31/12/12 ","B4 6AJ","","64261","","ADMIN",""
"542","Defra","RPA",2013-02-21,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40766",259318.23,"Exeter expenditure quarterly in arrears 01/10/12-31/12/12","B4 6AJ","","64261","","ADMIN",""
