"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number","Amount","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Num"
"224","DEFRA","DEFRA",2015-01-27,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Leeds","ERS-550846-50902",26355.73,"Investigation of Peatland Restoration techniques to achieve best outcomes for methane and greenhouse gas emissions/balance - January 2015","LS2 9JT","","EXEMPT","00000000","Expense",""
"225","DEFRA","DEFRA",2015-01-20,"Other Current Payments E","Policy Delivery DG","University Of Reading","105171",30947.75,"The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections - 2014-15 - January 2015","RG6 6AH","","GC0146","PGR00001","Expense",""
"226","DEFRA","DEFRA",2015-01-22,"Other Current Payments (Evidence R&D)","Strategy, International and Biosecurity DG","University Of Reading","105263",27392.81,"Provision of social research fellowship from University of Reading in policy evaluation, social impacts and behaviour change - October-December 2014","RG6 6AH","","SD0462","RDEVFUND","Expense",""
"227","DEFRA","DEFRA",2015-01-27,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Reading","ERS-550798-50907",45601.83,"Optimising the efficiency of dietary nitrogen use, to reduce emissions and waste in dairy systems - January 2015","RG6 6AH","","","SFFS0005","Expense",""
"228","DEFRA","DEFRA",2015-01-26,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Sheffield","1800118205",35000,"Grant - Water quality risks from light industrial estate runoff - 2013-14","S10 2UH","","WT0998","00000000","Expense",""
"229","DEFRA","DEFRA",2015-01-20,"Other Current Payments (Evidence R&D)","Policy Delivery DG","University Of Westminster","9801174",31230,"Sustainable Development Research Network (SDRN) - Phase 4","W1W 6UP","","SD12022","00000000","Expense",""
"230","DEFRA","DEFRA",2015-01-20,"Current Grants E","Policy Delivery DG","Waste & Resources Action Programme","JAN1140115",1491647,"Funding for the Waste and Resources Action Programme (WRAP) - December 2014","OX16 0AH","","Grant","00000000","Expense",""
"231","DEFRA","DEFRA",2015-01-05,"Capital LA Grant E","Policy Delivery DG","West Berkshire Council","223123330144",73053.91,"Repair and Renew grant for flood-affected properties - 2014-15 Quarter 2","RG14 5LD","","Grant","00000000","Expense",""
"232","DEFRA","DEFRA",2015-01-08,"Current Grants E","Policy Delivery DG","Yorkshire Dales National Authority","061214",1035610,"Grant - 2014-15 Quarter 4","DL8 3EL","SME","GIA","YORKDALE","Expense",""
"233","DEFRA","EA",2015-01-27,"Professional Services Other","AN Capital WiP","Broadland Environmental Services Ltd","1330354",313133.87,"Broadland flood alleviation project - December 2014","GU15 3XW","","30014973","IMAN000753","Project",""
"234","DEFRA","EA",2015-01-27,"Construction","AN Capital WiP","Halcrow Group Ltd","1330495",41284.5,"Ipswich flood defence management scheme works","SN4 0QD","","30071913","IMAN001827","Project",""
"235","DEFRA","EA",2015-01-06,"Personnel Related","HR Strategy","Edenred Childcare Vouchers Ltd","1327082",232402.94,"Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral","SW1V 2RS","","","","Administration",""
"236","DEFRA","EA",2015-01-15,"Professional Services Other","Head of Monitoring, Analysis & Innovation","Adas UK Ltd","1327484",30000,"River Frome sediment flux monitoring - Phase 3","WV9 5AP","","","HOEV111201","Project",""
"237","DEFRA","EA",2015-01-02,"Professional Services Other","National Enforcement Service","Her Majestys Revenue & Customs","1307435",61203.26,"Information for the prevention and detection of crime","BN12 4XH","","","","Administration",""
"238","DEFRA","EA",2015-01-06,"Construction","SE Capital WiP","Turner & Townsend Project Management","1323031",25604.84,"Thames Estuary programme fees - Phase 1","LS18 4CH","","30314194","IMSE500060","Project",""
"239","DEFRA","EA",2015-01-06,"Construction","AN Capital WiP","Black & Veatch Ltd","1325085",40636.62,"Donna Nook and Tetney Flood alleviation scheme","RH1 1LQ","","30072271","IMNE000738","Project",""
"240","DEFRA","EA",2015-01-13,"Construction","NE Capital WiP","Qualter Hall & Co Ltd","1327364",31313.4,"Hull tidal surge barrier refurbishment","S75 2BY","","","IMNE000796","Project",""
"241","DEFRA","EA",2015-01-27,"Professional Services Other","AN Capital WiP | AN Strategic Env Planning Mgr","Amec Foster Wheeler Environment & Infrastructure UK Ltd","1330543",38149.52,"Groundwater Model Development and Reporting","NE3 3PX","","30274977 |  |  | ","IMAN000575 |  |  | ","Project",""
"242","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","Jackson Civil Engineering Ltd","1329475",74545.14,"Works at Paddle and Rymers Weirs ","IP1 5LT","","30142731","IMSE100073","Project",""
"243","DEFRA","EA",2015-01-27,"ICT Systems","National Accomodation Change Fund | SE Capital WiP | HO Capital WiP | CI Head of CIS | CI Infrastructure Change Programme MRA | Flood Forecasting Centre | Director of Finance | CI SD Management MRA | Deputy Director of Sustainable Places | CI Solutions Delivery Management | FM Operating Unit - Central and South East","Capgemini UK Plc","1330197",7725733.38,"IT Service Procurement outsource service charge and work order costs - December 2014","GU21 6DB","","30259319 | 30259320 | 30259316 | 30304723","HORES00131 | IMSE100112 | EBPRI11003L02 | EBOLW40008L02 | HOSBW00001 | CIS3306199 | FCOIM40066L01 | CIS3302979 | BBXXX200013L01 | BBISB31007L01 | HOCED00019 | BBISB31014L01 | CIS111923 | HORES00200 | BBSEC30015L01 | EBORI40077L05 | BBPDM20037L02 |  | BBPDM20027L01 | HORES00188 | CISITMP006 | BBISB31012L01 | BBISB31021L01 | HORES00191 | HOFAC000024 | BBPRE20108L01 |  | FCPAM00093L02 | CIS330050 | BBISB31003L01 |  | ","Project",""
"244","DEFRA","EA",2015-01-13,"Fleet","Vehicle Incidents","Gallagher Bassett","1327408",27000,"Motor insurance third party claim handling - December 2014","E1 1LU","","30182566","","Administration",""
"245","DEFRA","EA",2015-01-15,"Construction","AN Capital WiP","Jackson Civil Engineering Ltd","1327065",191186.32,"Godmanchester Flood alleviation scheme","IP1 5LT","","30142731","IMAN000624","Project",""
"246","DEFRA","EA",2015-01-27,"Professional Services Other","Head of Research","Imperial College London","1329948",26400,"Evidence Sharing Initiative","SW7 2PG","","","HOEV121302","Project",""
"247","DEFRA","EA",2015-01-22,"ICT Systems","HO Capital WiP","Information Processing Ltd","1329651",33684.03,"Development, hosting and support of electronic duty of care (edoc) IT system","BA1 5LR","","30353037","EBCRI11501L01","Project",""
"248","DEFRA","EA",2015-01-27,"Construction","MI Capital WiP","Halcrow Group Ltd","1330497",37365.48,"River Tame appraisal works","SN4 0QD","","30071913","IMMI000978","Project",""
"249","DEFRA","EA",2015-01-22,"Construction","SE Capital WiP","Volkerstevin Ltd","1329461",337448.66,"Salmons Brook Flood Alleviation Scheme","EN11 9BX","","30142737","IMTH000620","Project",""
"250","DEFRA","EA",2015-01-27,"Construction","NE Capital WiP","Balfour Beatty Civils Ltd","1330297",596640.6,"Morpeth Flood Alleviation Scheme - main works phase","DN18 5BW","","30142670","IMNE000794","Project",""
"251","DEFRA","EA",2015-01-15,"Energy and Fuels","HO Fleet Operations","Allstar Business Solutions Ltd","1326980",197105,"Fuel for commercial fleet - December 2014","SN5 6PQ","","30341204","","Administration",""
"252","DEFRA","EA",2015-01-20,"Construction","AN Capital WiP","Balfour Beatty Civils Ltd","1328851",129911.74,"Ipswich flood defence scheme - cable diversion infrastructure works","DN18 5BW","","30142670","IMAN001218","Project",""
"253","DEFRA","EA",2015-01-15,"Construction","AN Capital WiP","Interserve Construction Ltd","1328356",209461.06,"Boston Haven works - repair works to the flood wall","UB8 2XL","","30142730","IMAN001473","Project",""
"254","DEFRA","EA",2015-01-27,"Construction","AN Capital WiP","Westminster Dredging  Dean & Dyball JV","1330003",72630.54,"Wash tide gauge project","PO15 5SS","","30142738","IMAN002504","Project",""
"255","DEFRA","EA",2015-01-27,"Construction","AN Capital WiP","Interserve Construction Ltd","1330928",121495,"Great Yarmouth flood defence works","UB8 2XL","","30142730","IMAN002228","Project",""
"256","DEFRA","EA",2015-01-22,"Construction","SE Capital WiP","Volkerstevin Ltd","1328734",98113.74,"Manufacture, supply and installation of the mechanical and hydraulic elements of the Logic Control pilot trial as part of Thames Barrier drive equipment project","EN11 9BX","","30142737","IMTH001493","Project",""
"257","DEFRA","EA",2015-01-15,"Construction","SE Capital WiP","Balfour Beatty Civils Ltd","1327754",169892.11,"Construction and site preparatory works at Abbey Wharf","DN18 5BW","","30142670","IMTH001749","Project",""
"258","DEFRA","EA",2015-01-13,"Construction","NE Capital WiP","Jackson Civil Engineering Ltd","1327060",239963.07,"Northallerton Flood Alleviation Scheme works","IP1 5LT","","30142731","IMNE000844","Project",""
"259","DEFRA","EA",2015-01-27,"Construction","MI Capital WiP","JacksonHyder Ltd","1331047",46252.68,"The Beck, Mousesweet Brook - Design and Build","IP1 5LT","","30395082","IMMI001385","Project",""
"260","DEFRA","EA",2015-01-15,"Construction","AN Capital WiP","HFN Landscapes","1327906",43311.56,"Steeple Bumpstead landscaping works","WR10 2DU","","","IMAN001770","Project",""
"261","DEFRA","EA",2015-01-13,"Construction","AN Capital WiP","JacksonHyder Ltd","1327052",90399.07,"Humber South Bank emergency repairs","IP1 5LT","","30395082","IMAN002654","Project",""
"262","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","JacksonHyder Ltd","1327654",177834.3,"Sunbury Lock refurbishment","IP1 5LT","","30395082","IMSE900026","Project",""
"263","DEFRA","EA",2015-01-13,"Facilities","FM Operating Unit - Central and South West","Property Income & Reversion Trust Ltd","1327394",139183.5,"River House rent  - 25 December 2014-24 March 2015","LE10 1AW","","","","Administration",""
"264","DEFRA","EA",2015-01-27,"Construction","SW Capital WiP","Dawnus Construction Ltd","1325882",44278.37,"Crockway House new fish pass","EX3 0PB","","30192017 | 30394342","IMSW002086","Project",""
"265","DEFRA","EA",2015-01-27,"Construction","HO NCPMS National","Halcrow Group Ltd","1330742",37614.38,"National construction design and management co-ordinators Programme - South West Region","SN4 0QD","","30384994","NCPMSCONSW","Project",""
"266","DEFRA","EA",2015-01-13,"Facilities","FM Operating Unit - Northern","Interserve FM Ltd","1319691",28176.35,"Facilities Management - Repair and Replacement","BS32 4NH","","30369823","","Administration",""
"267","DEFRA","EA",2015-01-27,"Travel","National Technical Team","Redfern Travel Ltd","1328060",92255.11,"Staff business related train travel - December 2014","BD1 1PL","","30342649","","Administration",""
"268","DEFRA","EA",2015-01-06,"Construction","SW Capital WiP","Team Van Oord","1324922",107749.06,"Chiswell Beach gabion repairs","BN5 9XQ","","30384997","IMSW002123","Project",""
"269","DEFRA","EA",2015-01-13,"Clinical and Medical","NLS Operations Starcross","VWR International Ltd","1326823",41195.92,"Laboratory chemicals and consumables","LE17 4XN","","30369245","","Administration",""
"270","DEFRA","EA",2015-01-13,"Construction","AN Capital WiP","JacksonHyder Ltd","1327013",107940.93,"Anglian Waterways package","IP1 5LT","","30395082","IMAN000552","Project",""
"271","DEFRA","EA",2015-01-08,"Professional Services Other","Nat Trading and Reg Services","SFW Ltd","1322561",26509.2,"Assess the implementation of ""XETL"" reporting language for the EU Emissions trading system","GU22 7UY","","","","Administration",""
"272","DEFRA","EA",2015-01-15,"Construction","AN Eastern- FCRM Op (Norfolk & Suffolk)","JacksonHyder Ltd","1328352",147319.73,"Bawdsey emergency works","IP1 5LT","","30395082","FRAINC003","Project",""
"273","DEFRA","EA",2015-01-13,"Professional Services Other","SE Capital WiP","Capita Symonds Ltd","1327166",27047.6,"Lower Thames ecological surveys","DL1 9HN","","30384992","IMTH001689","Project",""
"274","DEFRA","EA",2015-01-27,"Professional Services Other","SE Capital WiP","ECS Engineering Services Ltd","1328837",119234.05,"Romney Lock construction works - December 2014","NG17 2JW","","30343175","IMSE900024 | IMSE900027","Project",""
"275","DEFRA","EA",2015-01-27,"Professional Services Other","E and B Regulated Industry","Golder Associates UK Ltd","1330751",33977.05,"Contaminated land remediation works","NG12 5BL","","30336486","EBPRI11903","Project",""
"276","DEFRA","EA",2015-01-13,"Engineering Goods","Hydrometry and Telemetry service","Thermo Fisher Scientific","1327398",46275.97,"Design, supply, installation and maintenance of ultrasonic and electro-magnetic flow gauges","CW7 3GA","","30339567","","Administration",""
"277","DEFRA","EA",2015-01-13,"Energy and Fuels","SE Kent & South London- Tidal Flood Risk Manager","EDF Energy Plc","1327319",39093.49,"Electricity supplied to the Thames Barrier","PL3 5TU","","30400273","","Administration",""
"278","DEFRA","EA",2015-01-20,"Clinical and Medical","NLS Central Functions","Xylem Analytics UK Ltd","1328772",48000,"Multiparameter water quality meters","SG6 1FJ","","30389597","","Administration",""
"279","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","BMM JV Ltd","1330588",205089.1,"Warnham Mill Pond reservoir works - September 2014","GU15 3XW","","30395760","IMSE100121","Project",""
"280","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","BMM JV Ltd","1330589",96866.86,"Warnham Mill Pond reservoir works - August 2014","GU15 3XW","","30395760","IMSE100121","Project",""
"281","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","BMM JV Ltd","1330590",199198.42,"Warnham Mill Pond reservoir works - November 2014","GU15 3XW","","30395760","IMSE100121","Project",""
"282","DEFRA","EA",2015-01-22,"Office Solutions","NLS Central Functions","City Sprint","1329089",27209.62,"Courier service - January 2015","RH1 1YB","","30293049","","Administration",""
"283","DEFRA","EA",2015-01-22,"Energy and Fuels","HO Financial Management Adjustment","British Gas Business","1329020",26070.27,"Renewable electricity to sub100kWh sites in South West Region - December 2014","OX4 2JY","","30400271","","Administration",""
"284","DEFRA","EA",2015-01-27,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1330125",1617621.44,"Lease car rentals - January 2015","RG14 2NU","","30340333","","Administration",""
"285","DEFRA","EA",2015-01-02,"Fleet","HO Fleet Operations","Hitachi Capital Vehicle Solutions Ltd","1325067",144618.9,"Incident Management fees - December 2014","RG14 2NU","","30340333","","Administration",""
"286","DEFRA","EA",2015-01-22,"Fleet","HO Fleet Operations","Hitachi Capital Vehicle Solutions Ltd","1330124",215604.38,"Incident Management fees - January 2015","RG14 2NU","","30340333","","Administration",""
"287","DEFRA","EA",2015-01-13,"Fleet","Vehicle Incidents","CAA Ltd","1327752",57438.4,"Insurance claims handling - December 2014","IP2 8PN","","","","Administration",""
"288","DEFRA","EA",2015-01-15,"Fleet","HO Fleet Operations","Ashtead Plant Hire Co Ltd","1327759",806548.16,"Plant hire - December 2014","WA3 6YE","","30380628","","Administration",""
"289","DEFRA","EA",2015-01-27,"Professional Services - CCL","National Technical Team","Interserve FM Ltd","1330342",128478.43,"Facilities Management repair and replacement fund - January 2015","BS32 4NH","","30369823","","Administration",""
"290","DEFRA","EA",2015-01-27,"Professional Services - CCL","National Technical Team","Interserve FM Ltd","1330352",395836.01,"Facilities Management core fee - January 2015","BS32 4NH","","30369797","","Administration",""
"291","DEFRA","EA",2015-01-08,"Professional Services - CCL","National Technical Team","Interserve FM Ltd","1326569",122973.86,"Facilities management - additional variable services charges - December 2014","BS32 4NH","","30369825","","Administration",""
"292","DEFRA","EA",2015-01-06,"Construction","SE Capital WiP","Pevensey Coastal Defence Ltd","1326426",150724.64,"Pevensey Bay sea defence works","PO15 5SS","","","IMSO000584","Project",""
"293","DEFRA","EA",2015-01-15,"Industrial Services","SE Kent & South London- Tidal Flood Risk Manager","Port Of London Authority","1328150",72294.9,"Thames Barrier running costs","DA12 2BG","","","","Administration",""
"294","DEFRA","EA",2015-01-15,"Fleet","HO Geomatics","RVL Aviation","1327569",114580.41,"Geomatics - flood risk mapping and coastal monitoring throughout England and Wales. Supply of aircraft and pilots","DE74 2SA","","30000394","SCLI0001","Project",""
"295","DEFRA","EA",2015-01-13,"ICT Commodities","HO Flood Warning Systems","Teleperformance Ltd","1327189",65940.16,"Floodline call centre and management costs","BS1 3LG","","30372708","","Administration",""
"296","DEFRA","EA",2015-01-20,"Fleet","HO Fleet Operations","Briggs Marine Contractors Ltd","1327137",218623.34,"Marine vessel maintenance services fuel charge - December 2014","KY3 9AX","","30277423","HORES00015","Project",""
"297","DEFRA","EA",2015-01-27,"Construction","NW South-FCRM Ops","Esh Construction Ltd","1330384",43397.59,"River Mersey asset maintenance repair project","DH6 5PF","","30393946","","Administration",""
"298","DEFRA","EA",2015-01-27,"Professional Services Other","AN Northern-AEM - Northampton/Kettering","Hydrock Consultants Ltd","1330325",25339.43,"Helpston groundwater project works - December 2014","BS32 4DF","","30177470","REAN001571","Project",""
"299","DEFRA","EA",2015-01-02,"Engineering Goods","HO Inc Man and Contingency Planning","Bureau Veritas UK Ltd","1325764",26664,"Air quality monitoring call out services","M20 2RE","","30408717","HOOP000059","Project",""
"300","DEFRA","EA",2015-01-06,"Professional Services Other","NW Nuclear Regulation Mgr","National Nuclear Laboratory","1326483",28329.42,"Radioactive waste quality checking service","CA20 1PG","","30331413","HOOP000055","Project",""
"301","DEFRA","EA",2015-01-15,"Construction","MI East- FCRM Ops South","Alliance Construction Solutions Ltd","1327815",45835.04,"Midlands main river maintenance - December 2014","CM20 9GY","","30385334","FRA05S034 | FRA05S033","Project",""
"302","DEFRA","EA",2015-01-27,"Professional Services Other","NE Yorkshire - FCRM Ops N&EY","Amalgamated Construction Ltd","1330424",34172.66,"Supply of goods and services for electrical and mechanical maintenance of fixed plant systems - Yorkshire planned maintenance - November 2014","S75 1HT","","30408050","RENE790106","Project",""
"303","DEFRA","EA",2015-01-27,"Construction","Nat Trading and Reg Services","Ricardo AEA Ltd","1330078",57730.8,"Climate Change administration consultancy - December 2014","OX11 0QJ","","30372742","","Administration",""
"304","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","Amalgamated Construction Ltd","1323143",184524.02,"Five Oak Green culvert repairs - October 2014","S75 1HT","","30343157","IMSE100279","Project",""
"305","DEFRA","EA",2015-01-20,"Professional Services Other","HO Flood Warning Systems","NERC","1328949",80850,"Support and maintenance of the tide gauge network - October-December 2014","SN2 1EU","","","","Administration",""
"306","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","Halcrow Group Ltd","1330783",29762.4,"Thames Barrier gate works","SN4 0QD","","30384994","IMSE100316","Project",""
"307","DEFRA","EA",2015-01-27,"Professional Services Other","NE Capital WiP","East Yorkshire River Trust","1330638",25000,"Habitat improvements on West Beck and Eastburn Beck","YO25 6PA","","","IMNE000082","Project",""
"308","DEFRA","EA",2015-01-22,"Professional Services Other","HO Flood Warning Systems","CEFAS","1329084",228300,"Support and maintenance of the National Wave Network - October-December 2014","NR33 0HT","","","","Administration",""
"309","DEFRA","EA",2015-01-22,"Energy and Fuels","HO Business Finance","British Gas Business","1328957",53656.33,"Renewable electricity to sub100kWh sites in Anglian region - December 2014","OX4 2JY","","30400263","","Administration",""
"310","DEFRA","EA",2015-01-02,"Construction","NE Capital WiP","JBA Bentley Ltd","1324143",80555.12,"Spring Gardens Reservoir urgent works - November 2014","BD23 2QR","","30387943","IMNE000207","Project",""
"311","DEFRA","EA",2015-01-27,"Construction","NE Capital WiP","JBA Bentley Ltd","1331056",131190.55,"Spring Gardens Reservoir urgent works - December 2014","BD23 2QR","","30387943","IMNE000207","Project",""
"312","DEFRA","EA",2015-01-02,"Professional Services - CCL","Finance Service Centre","Capita Business Services Ltd","1325969",138486.65,"Temporary staff charges - interim managers and specialist contractors - December 2014","DL1 9HN","","30410440","","Administration",""
"313","DEFRA","EA",2015-01-13,"Professional Services - CCL","Finance Service Centre","Hays","1326497",213512.48,"Temporary staff charges - operational and support staff - December 2014","KT3 4JQ","","30409579","","Administration",""
"314","DEFRA","EA",2015-01-27,"Construction","NE Capital WiP","Amalgamated Construction Ltd","1330936",36313.13,"Refurbishment of flood wall at Corbridge, Northumberland - December 2014","S75 1HT","","","IMNE640126","Project",""
"315","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1326022",126925.9,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"316","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325951",132558.7,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"317","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1326023",123152.4,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"318","DEFRA","EA",2015-01-06,"Construction","SW Capital WiP","GBV JV Ltd","1325977",75408.57,"Design and supervision services for Parret and Tone dredging project","RH1 1LQ","","30393506","IMSW002141","Project",""
"319","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1326020",103135.44,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"320","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325953",137647.9,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"321","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1326024",137647.9,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"322","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325954",124973.5,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"323","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325957",164135.95,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319331","HOFOFRM009","Project",""
"324","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325958",146578.8,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319331","HOFOFRM009","Project",""
"325","DEFRA","EA",2015-01-27,"ICT Systems","HO Capital WiP","NTT DATA UK Ltd","1329951",68981.64,"Climate Change Agreements Release 3","EC3V 3DG","","","EBOCC40027L03","Project",""
"326","DEFRA","EA",2015-01-15,"ICT Systems","HO Capital WiP","Information Processing Ltd","1327734",265741.64,"Creating Asset Management Capacity Project (CAMC) Phase 2 ","BA1 5LR","","30418286","FCPAM00093L02","Project",""
"327","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1326021",137647.9,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"328","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325799",95279.9,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319331","HOFOFRM009","Project",""
"329","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325955",179253.84,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"330","DEFRA","EA",2015-01-15,"Professional Services Other","SE NET - FCRM Ops East","Cleartrack EVL Ltd","1328186",31270.02,"Light Watercourse Maintenance for Hertfordshire and North London East Area","TN27 9PG","","","","Administration",""
"331","DEFRA","EA",2015-01-02,"Fleet","HO Capital WiP","CNH UK Ltd","1325950",108496.44,"Tractor purchase for cutting, winching, transportation and other field operational work","SS14 3XX","","30319332","HOFOFRM009","Project",""
"332","DEFRA","EA",2015-01-08,"Fleet","HO Capital WiP","S MacNeillie & Son Ltd","1310261",62793.6,"Fit-out of incident command vehicle","WS2 8LD","","","HOFOFRM008","Project",""
"333","DEFRA","EA",2015-01-27,"Construction","SW Capital WiP","Team Van Oord","1329962",139374.89,"Exeter Flood defence scheme","BN5 9XQ","","30384997","IMSW001349","Project",""
"334","DEFRA","EA",2015-01-27,"Professional Services Other","MI Central-Area Mgr","Staffordshire Wildlife Trust","1330480",25000,"Scotch Brook rural sustainable drainage systems","ST17 0WT","","","REMI002018","Project",""
"335","DEFRA","EA",2015-01-06,"ICT Systems","HO Capital WiP","SFW Ltd","1326002",91660.8,"Producer responsibility and shipments database","GU22 7UY","","","EBORI40056L04","Project",""
"336","DEFRA","EA",2015-01-27,"Professional Services Other","Incident Management Manager","Met Office","1329768",38400,"National Meteorological Office services ","EX1 3PB","","30324303","FCPIM00230B00","Project",""
"337","DEFRA","EA",2015-01-15,"Construction","NE Capital WiP","Amalgamated Construction Ltd","1327954",58253.44,"Repairs to Ulleskelf West flood defences","S75 1HT","","30394027","IMNE790495","Project",""
"338","DEFRA","EA",2015-01-08,"Construction","SW Capital WiP","Amalgamated Construction Ltd","1325163",38459.36,"River Avon restoration plan","S75 1HT","","30395867","IMSW001547","Project",""
"339","DEFRA","EA",2015-01-06,"Construction","SW Capital WiP","BMM JV Ltd","1326442",751018.82,"Asset Recovery - Phase 3b","GU15 3XW","","30395760","IMSW002144","Project",""
"340","DEFRA","EA",2015-01-27,"Construction","AN Capital WiP","Mott Macdonald Ltd","1331070",43998.04,"Boston Barrier barrage works","LS10 1JR","","30384996","IMAN001472","Project",""
"341","DEFRA","EA",2015-01-27,"Construction","NE Capital WiP | HO Capital WiP","JacksonHyder Ltd","1330359",701895.6,"Asset Recovery programme Phase 3b delivery - package 3","IP1 5LT","","30395082","IMHO000035","Project",""
"342","DEFRA","EA",2015-01-22,"Professional Services Other","MI Central-Area Mgr","Warwickshire Wildlife Trust","1326321",30000,"Contribution to the Tame Valley wetlands landscape partnership scheme - Wilding The Tame project","CV3 3GW","","","REMI002009","Project",""
"343","DEFRA","EA",2015-01-15,"Construction","AN Central-FCRM Ops","J Breheny Contractors Ltd","1327926",70511.71,"Pump station refurbishment","IP6 8NH","","30397785","REAN001968 | REAN001977 | REAN001970","Project",""
"344","DEFRA","EA",2015-01-20,"Construction","SE Capital WiP","Team Van Oord","1327227",976904.02,"Asset recovery programme","BN5 9XQ","","30384997","IMSE500210","Project",""
"345","DEFRA","EA",2015-01-13,"Construction","SE Capital WiP","Team Van Oord","1327229",108977.74,"Asset recovery programme","BN5 9XQ","","30384997","IMSE100366","Project",""
"346","DEFRA","EA",2015-01-06,"Construction","SE Capital WiP","Team Van Oord","1322445",418162.82,"Asset recovery programme ","BN5 9XQ","","30384997","IMSE100349","Project",""
"347","DEFRA","EA",2015-01-15,"Construction","SE SSD - FCRM Ops (West)","Team Van Oord","1327216",131024.08,"Asset recovery programme ","BN5 9XQ","","30384997","RESE100161","Project",""
"348","DEFRA","EA",2015-01-06,"Construction","AN Northern- FCRM Ops (Lincs)","PG Wright","1326145",33594,"Anglian region river vegetation maintenance - weed control","PE12 9EA","","30246241","FRA01S028","Project",""
"349","DEFRA","EA",2015-01-22,"Professional Services Other","MI East - FCRM","Severn Trent Water","1329822",30490.03,"River Derwent agreement - October-December 2014","CV1 2LZ","","","","Administration",""
"350","DEFRA","EA",2015-01-22,"Construction","NW Capital WiP","Esh Construction Ltd","1329241",34637.99,"Manley Hall Gauging Station works - December 2014","DH6 5PF","","30393946","IMNW000926","Project",""
"351","DEFRA","EA",2015-01-22,"Professional Services Other","MI West-AEM - 3","Severn Trent Water","1329826",761622.52,"Clywedog and Vyrnwy service level and maintenance charge","CV1 2LZ","","","","Administration",""
"352","DEFRA","EA",2015-01-20,"Construction","HO Capital WiP","HR Wallingford Ltd","1328714",167476.8,"State of the Nation assessment of flood risk for England, to provide a current picture of flood risk","OX10 8BA","","","FCPMM00285B00","Project",""
"353","DEFRA","EA",2015-01-13,"Construction","HO Capital WiP","Capita Symonds Ltd","1327143",50879.12,"Asset recovery programme ","DL1 9HN","","30384993","IMHO000035","Project",""
"354","DEFRA","EA",2015-01-27,"Construction","HO NCPMS National","Halcrow Group Ltd","1330789",33414.13,"Project Management resource","SN4 0QD","","30384994","","Administration",""
