"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (<U+00A3>)","Payscale Maximum (<U+00A3>)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"420","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-100","AO",17209,23567,"Analyst",1,"Statisticians"
"421","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","G7",45299,61976,"Senior Policy Adviser",3,"Policy"
"422","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","HEO",26492,37316,"Policy Adviser",5,"Policy"
"423","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","EO",21438,30275,"Not In Post",1,"Operational Delivery"
"424","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","EO",21438,30275,"Policy Support Officer",3,"Policy"
"425","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","AO",17209,23567,"Not In Post",1,"Operational Delivery"
"426","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-102","AO",17209,23567,"Policy Support Officer",3,"Policy"
"427","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","G6",57075,75035,"Senior Policy Adviser",0.81,"Policy"
"428","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","G7",45299,61976,"Senior Policy Adviser",3.6,"Policy"
"429","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","SEO",33675,45769,"Policy Manager",5.34,"Policy"
"430","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","HEO",26492,37316,"Not In Post",1,"Policy"
"431","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","HEO",26492,37316,"Policy Manager",3.47,"Policy"
"432","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","EO",21438,30275,"Policy Support Officer",2,"Policy"
"433","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","AO",17209,23567,"Office Manager",1,"Policy"
"434","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-101","FS",29992,41546,"Policy Manager",1,"Policy"
"435","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","G6",57075,75035,"Not In Post",1,"Policy"
"436","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","G6",57075,75035,"Senior Policy Adviser",2,"Medicine"
"437","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","G7",45299,61976,"Senior Policy Adviser",3,"Policy"
"438","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","G7",45299,61976,"Senior Policy Adviser",1,"Medicine"
"439","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","SEO",33675,45769,"Policy Adviser",1,"Policy"
"440","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","SEO",33675,45769,"Policy Adviser",1,"Medicine"
"441","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","HEO",26492,37316,"Policy Adviser",3,"Policy"
"442","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-97","EO",21438,30275,"Policy Support Officer",1,"Policy"
"443","Department of Health","Department of Health","Strategy Finance & NHS Directorate","MD022","EO",21438,30275,"Not In Post",1,"Policy"
"444","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G6",57075,75035,"Senior Finance Manager",1,"Finance"
"445","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G6",57075,75035,"Senior Economist",0.8,"Economics"
"446","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G7",45299,61976,"Economist",2,"Economics"
"447","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G7",45299,61976,"Statistician",1.6,"Statisticians"
"448","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G7",45299,61976,"Senior Finance Manager",0.9,"Finance"
"449","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G7",45299,61976,"Operational Researcher",1,"Operational Research"
"450","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","FS",29992,41546,"Economist",1,"Economics"
"451","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","SEO",33675,45769,"Project Manager",1,"Finance"
"452","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","SEO",33675,45769,"Analyst",1,"Finance"
"453","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","HEO",26492,37316,"Finance Officer",0.6,"Finance"
"454","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","EO",21438,30275,"Executive Assistant",1,"Finance"
"455","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","AO",17209,23567,"Junior Analyst",1,"Policy"
"456","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","G6",57075,75035,"Senior Economist",1,"Economics"
"457","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","G7",45299,61976,"Senior Policy Adviser",1,"Policy"
"458","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","FS",29992,41546,"Economist",1,"Economics"
"459","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","SEO",33675,45769,"Not In Post",1,"Finance"
"460","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","SEO",33675,45769,"Not In Post",1,"Policy"
"461","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-30","HEO",26492,37316,"Policy Adviser",1,"Policy"
"462","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-111","G6",57075,75035,"Senior Economist",1,"Economics"
"463","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-111","G7",45299,61976,"Senior Economist",1,"Economics"
"464","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-111","G7",45299,61976,"Policy Manager",3,"Policy"
"465","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-111","FS",29992,41546,"Policy Manager",2,"Policy"
"466","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","HEO",26492,37316,"Business Manager",1,"Finance"
"467","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-31","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"468","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G6",57075,75035,"Not In Post",1,"Policy"
"469","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G6",57075,75035,"Senior Policy Adviser",2.9,"Policy"
"470","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G7",45299,61976,"Not In Post",2,"Policy"
"471","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G7",45299,61976,"Senior Policy Adviser",7.1,"Policy"
"472","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G7",45299,61976,"Economist",1,"Economics"
"473","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","HEO",26492,37316,"Not In Post",2,"Policy"
"474","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","HEO",26492,37316,"Policy Adviser",4,"Policy"
"475","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","FS",29992,41546,"Not In Post",2,"Policy"
"476","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","FS",29992,41546,"Policy Adviser",2,"Policy"
"477","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","SEO",33675,45769,"Not In Post",1,"Policy"
"478","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","SEO",33675,45769,"Policy Adviser",6,"Policy"
"479","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","EO",21438,30275,"Not In Post",2,"Policy"
"480","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","EO",21438,30275,"Statistical Support Officer",1,"Statisticians"
"481","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","G6",57075,75035,"Senior Policy Adviser",2,"Policy"
"482","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","G7",45299,61976,"Senior Policy Adviser",2,"Policy"
"483","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","FS",29992,41546,"Not In Post",1,"Policy"
"484","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","FS",29992,41546,"Policy Adviser",1,"Policy"
"485","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","SEO",33675,45769,"Policy Adviser",3,"Policy"
"486","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","HEO",26492,37316,"Policy Adviser",1,"Policy"
"487","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","EO",21438,30275,"Team Support Officer",1,"Policy"
"488","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","EO",21438,30275,"Policy Support Officer",2,"Policy"
"489","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-117","EO",21438,30275,"Not In Post",1,"Policy"
"490","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G6",57075,75035,"Senior Economist",1,"Economics"
"491","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G6",57075,75035,"Senior Statistician",1,"Statisticians"
"492","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G7",45299,61976,"Senior Statistician",2,"Statisticians"
"493","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G7",45299,61976,"Senior Economist",1,"Economics"
"494","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G7",45299,61976,"Not In Post",1,"Economics"
"495","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","FS",29992,41546,"Not In Post",2,"Economics"
"496","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","FS",29992,41546,"Statistician",2,"Statisticians"
"497","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","HEO",26492,37316,"Statistician",1,"Statisticians"
"498","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","HEO",26492,37316,"Not In Post",1,"Statisticians"
"499","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-120","G6",57075,75035,"Strategy Advisor",1,"Policy"
"500","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-120","G7",45299,61976,"Strategy Advisor",2,"Policy"
"501","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-120","FS",29992,41546,"Not In Post",1,"Policy"
"502","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G6",57075,75035,"Not In Post",2,"Policy"
"503","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G6",57075,75035,"Strategy Advisor",2,"Policy"
"504","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G7",45299,61976,"Strategy Advisor",1,"Policy"
"505","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","G7",45299,61976,"Not In Post",2,"Policy"
"506","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","FS",29992,41546,"Strategy Advisor",1,"Policy"
"507","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-95","EO",21438,30275,"Business Support Officer",1,"Policy"
"508","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","G6",57075,75035,"Senior Policy Adviser",1.81,"Policy"
"509","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","G6",57075,75035,"Not In Post",1,"Policy"
"510","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","G7",45299,61976,"Policy Adviser",5.9,"Policy"
"511","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","G7",45299,61976,"Senior Economist",1,"Economics"
"512","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","FS",29992,41546,"Not In Post",1,"Economics"
"513","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","FS",29992,41546,"Economist",1,"Economics"
"514","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","FS",29992,41546,"Policy Support Officer",1,"Policy"
"515","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","SEO",33675,45769,"Not In Post",1,"Policy"
"516","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","HEO",26492,37316,"Policy Adviser",1,"Policy"
"517","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","EO",21438,30275,"Admin support",1,"Policy"
"518","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-36","EO",21438,30275,"Policy Support Officer",1,"Policy"
"519","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-52","G6",57075,75035,"Policy Manager",1,"Policy"
"520","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-52","G7",45299,61976,"Business Manager",2,"Operational Delivery"
"521","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-52","SEO",33675,45769,"Not In Post",1,"Operational Delivery"
"522","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-52","SEO",33675,45769,"Policy Support Officer",2,"Policy"
"523","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-52","EO",21438,30275,"Admin support",2,"Operational Delivery"
"524","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-99","G6",57075,75035,"Senior Finance Manager",2,"Finance"
"525","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-99","SEO",33675,45769,"Finance Manager",5.4,"Finance"
"526","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-99","HEO",26492,37316,"Assistant Finance Manager",7.49,"Finance"
"527","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-99","EO",21438,30275,"Finance Officer",11.37,"Finance"
"528","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-99","AO",17209,23567,"Finance Support Officer",10.62,"Finance"
"529","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","G6",57075,75035,"Senior Finance Manager",1,"Finance"
"530","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","G7",45299,61976,"Senior Finance Manager",1,"Finance"
"531","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","SEO",33675,45769,"Not In Post",1,"Finance"
"532","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","HEO",26492,37316,"Assistant Finance Manager",1,"Finance"
"533","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","EO",21438,30275,"Not In Post",1,"Finance"
"534","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-114","AO",17209,23567,"Finance Support Officer",0.5,"Finance"
"535","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","G6",57075,75035,"Senior Finance Manager",1,"Finance"
"536","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","G7",45299,61976,"Senior Finance Manager",2,"Finance"
"537","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","SEO",33675,45769,"Finance Manager",4.81,"Finance"
"538","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","HEO",26492,37316,"Assistant Finance Manager",2,"Finance"
"539","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","EO",21438,30275,"Finance Officer",2,"Finance"
"540","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","AO",17209,23567,"Finance Support Officer",2.4,"Finance"
"541","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","G6",57075,75035,"Senior Finance Manager",1,"Finance"
"542","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","G7",45299,61976,"Senior Finance Manager",7,"Finance"
"543","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","SEO",33675,45769,"Finance Manager",4.9,"Finance"
"544","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","HEO",26492,37316,"Assistant Finance Manager",5,"Finance"
"545","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","EO",21438,30275,"Finance Officer",6,"Finance"
"546","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-115","AO",17209,23567,"Finance Support Officer",4.4,"Finance"
"547","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-GFD-27","SEO",33675,45769,"Business Manager",1,"Finance"
"548","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G6",57075,75035,"Business Manager",1,"Operational Delivery"
"549","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G7",45299,61976,"Business Manager",1,"Operational Delivery"
"550","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","G6",57075,75035,"Private Secretary",1,"Operational Delivery"
"551","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","SEO",33675,45769,"Business Manager",2,"Operational Delivery"
"552","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","HEO",26492,37316,"Business Manager",1,"Operational Delivery"
"553","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","HEO",26492,37316,"Executive Assistant",2,"Operational Delivery"
"554","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"555","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR002","HEO",26492,37316,"Business Manager",1,"Policy"
"556","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Policy Manager",1,"Policy"
"557","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"Not In Post",1,"Policy"
"558","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Not In Post",1,"Policy"
"559","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","EO",21438,30275,"Policy Support Officer",1,"Policy"
"560","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","EO",21438,30275,"Diary Manager",1,"Policy"
"561","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","EO",21438,30275,"Not In Post",1,"Policy"
"562","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G6",57075,75035,"Senior Policy Adviser",1,"Policy"
"563","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","EO",21438,30275,"Admin support",1,"Policy"
"564","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Economist",1,"Policy"
"565","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","FS",29992,41546,"Economist",1,"Policy"
"566","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Not In Post",1,"Policy"
"567","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Policy Manager",1,"Policy"
"568","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"Policy Manager",1,"Policy"
"569","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","EO",21438,30275,"Policy Support Officer",1,"Policy"
"570","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Not In Post",1,"Policy"
"571","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"Policy Manager",1,"Policy"
"572","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","FS",29992,41546,"Not In Post",1,"Policy"
"573","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"IT Manager",1,"Operational Delivery"
"574","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G6",57075,75035,"Project Manager",1,"Operational Delivery"
"575","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Not In Post",1,"Operational Delivery"
"576","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Analyst",1,"Operational Delivery"
"577","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"Knowledge Information Management Manager",1,"Operational Delivery"
"578","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Analyst",1,"Operational Delivery"
"579","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"Analyst",1,"Operational Delivery"
"580","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","SEO",33675,45769,"Analyst",1,"Operational Delivery"
"581","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Analyst",1,"Operational Delivery"
"582","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","HEO",26492,37316,"Analyst",1,"Operational Delivery"
"583","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G7",45299,61976,"IT Manager",1,"Operational Delivery"
"584","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","G6",57075,75035,"Senior Legal Adviser",1,"Operational Delivery"
"585","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","G6",57075,75035,"Project Manager",1,"Operational Delivery"
"586","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","G7",45299,61976,"Project Manager",1,"Operational Delivery"
"587","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","SEO",33675,45769,"Strategy Advisor",1,"Operational Delivery"
"588","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","G7",45299,61976,"Clinical Countermeasures Manager",0.4,"Operational Delivery"
"589","Department of Health","Department of Health","Strategy Finance & NHS Directorate","GOA-2194","G7",45299,61976,"Knowledge Information Management Manager",1,"Policy"
"590","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","EO",21438,30275,"Policy Adviser",2,"Policy"
"591","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","EO",21438,30275,"Team Support Officer",1,"Operational Delivery"
"592","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","HEO",26492,37316,"Policy Adviser",1,"Policy"
"593","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","HEO",26492,37316,"Not In Post",1,"Policy"
"594","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","SEO",33675,45769,"Policy Adviser",4,"Policy"
"595","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","G7",45299,61976,"Senior Policy Adviser",8,"Policy"
"596","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","G6",57075,75035,"Senior Policy Adviser",3,"Policy"
"597","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","G6",57075,75035,"Senior Economist",1,"Economics"
"598","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","FS",29992,41546,"Economist",2,"Economics"
"599","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2023","FS",29992,41546,"Policy Adviser",3,"Policy"
"600","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","G6",57075,75035,"Senior Policy Adviser",2,"Policy"
"601","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","G7",45299,61976,"Senior Policy Adviser",2,"Policy"
"602","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","SEO",33675,45769,"Policy Adviser",3,"Policy"
"603","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","HEO",26492,37316,"Policy Adviser",4,"Policy"
"604","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","FS",29992,41546,"Not In Post",1,"Policy"
"605","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","EO",21438,30275,"Policy Support Officer",1,"Policy"
"606","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","EO",21438,30275,"Admin support",1,"Statisticians"
"607","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-DG-7","EO",21438,30275,"Admin support",1,"Statisticians"
"608","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","G6",57075,75035,"Senior Policy Manager",1,"Policy"
"609","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"610","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","G7",45299,61976,"Operational Researcher",1,"Operational Research"
"611","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","SEO",33675,45769,"Policy Manager",1,"Policy"
"612","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","HEO",26492,37316,"Policy Adviser",2,"Policy"
"613","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-MPI-96","EO",21438,30275,"PA Support",1,"Operational Delivery"
"614","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","G6",57075,75035,"Senior Policy Adviser",1,"Policy"
"615","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","G7",45299,61976,"Senior Policy Adviser",4,"Policy"
"616","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","SEO",33675,45769,"Policy Adviser",1,"Policy"
"617","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","SEO",33675,45769,"Policy Adviser",1,"Policy"
"618","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","SEO",33675,45769,"Not In Post",1,"Statisticians"
"619","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","HEO",26492,37316,"Policy Adviser",1.4,"Policy"
"620","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","EO",21438,30275,"Business Support Officer",1,"Policy"
"621","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FP-2082","AO",17209,23567,"Team Support Officer",1,"Policy"
"622","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PSF042","AO",17209,23567,"Finance Support Officer",2.4,"Policy"
"623","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PSF043","HEO",26492,37316,"Operational Researcher",1,"Operational Research"
"624","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PSF043","HEO",26492,37316,"Not In Post",1,"Policy"
"625","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PSF043","EO",21438,30275,"Admin support",2,"Policy"
"626","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-FSQA-98","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"627","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","EO",21438,30275,"PA Support",1,"Policy"
"628","Department of Health","Department of Health","Strategy Finance & NHS Directorate","PR004","G6",57075,75035,"Senior Economist",1,"Policy"
